description,attribute,metric,value
State Data,Statewide,Cases,7941
State Data,Statewide,Hospitalizations,1556
State Data,Statewide,Counties,56
State Data,Statewide,People Tested,39580
State Data,Statewide,Deaths,329
State Data,Statewide,Outbreaks,78
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results.,NA
State Data,Note,Outbreaks are investigated at residential and non-hospital heathcare facilities.,NA
Case Counts by County,Adams County,Cases,726
Case Counts by County,Adams County,Rate Per 100000,141.94297646210063
Case Counts by County,Alamosa County,Cases,7
Case Counts by County,Alamosa County,Rate Per 100000,43.252595155709344
Case Counts by County,Arapahoe County,Cases,1183
Case Counts by County,Arapahoe County,Rate Per 100000,181.6250142014487
Case Counts by County,Archuleta County,Cases,6
Case Counts by County,Archuleta County,Rate Per 100000,43.67765887748416
Case Counts by County,Baca County,Cases,10
Case Counts by County,Baca County,Rate Per 100000,281.928390188892
Case Counts by County,Bent County,Cases,0
Case Counts by County,Bent County,Rate Per 100000,NA
Case Counts by County,Boulder County,Cases,293
Case Counts by County,Boulder County,Rate Per 100000,90.02199854981627
Case Counts by County,Broomfield County,Cases,88
Case Counts by County,Broomfield County,Rate Per 100000,126.70439001914964
Case Counts by County,Chaffee County,Cases,28
Case Counts by County,Chaffee County,Rate Per 100000,139.80427401637706
Case Counts by County,Cheyenne County,Cases,0
Case Counts by County,Cheyenne County,Rate Per 100000,NA
Case Counts by County,Clear Creek County,Cases,11
Case Counts by County,Clear Creek County,Rate Per 100000,113.83628272793129
Case Counts by County,Conejos County,Cases,0
Case Counts by County,Conejos County,Rate Per 100000,NA
Case Counts by County,Costilla County,Cases,3
Case Counts by County,Costilla County,Rate Per 100000,NA
Case Counts by County,Crowley County,Cases,2
Case Counts by County,Crowley County,Rate Per 100000,NA
Case Counts by County,Custer County,Cases,2
Case Counts by County,Custer County,Rate Per 100000,NA
Case Counts by County,Delta County,Cases,12
Case Counts by County,Delta County,Rate Per 100000,38.78975950349108
Case Counts by County,Denver County,Cases,1402
Case Counts by County,Denver County,Rate Per 100000,195.3198466976039
Case Counts by County,Dolores County,Cases,0
Case Counts by County,Dolores County,Rate Per 100000,NA
Case Counts by County,Douglas County,Cases,311
Case Counts by County,Douglas County,Rate Per 100000,90.71233979500761
Case Counts by County,Eagle County,Cases,468
Case Counts by County,Eagle County,Rate Per 100000,853.0339208574085
Case Counts by County,El Paso County,Cases,652
Case Counts by County,El Paso County,Rate Per 100000,91.26603629644664
Case Counts by County,Elbert County,Cases,17
Case Counts by County,Elbert County,Rate Per 100000,64.840948966359
Case Counts by County,Fremont County,Cases,8
Case Counts by County,Fremont County,Rate Per 100000,16.69727834362999
Case Counts by County,Garfield County,Cases,59
Case Counts by County,Garfield County,Rate Per 100000,98.6506596217834
Case Counts by County,Gilpin County,Cases,1
Case Counts by County,Gilpin County,Rate Per 100000,NA
Case Counts by County,Grand County,Cases,4
Case Counts by County,Grand County,Rate Per 100000,NA
Case Counts by County,Grand Total County,Cases,7941
Case Counts by County,Grand Total County,Rate Per 100000,NA
Case Counts by County,Gunnison County,Cases,99
Case Counts by County,Gunnison County,Rate Per 100000,576.4863448436499
Case Counts by County,Hinsdale County,Cases,3
Case Counts by County,Hinsdale County,Rate Per 100000,NA
Case Counts by County,Huerfano County,Cases,1
Case Counts by County,Huerfano County,Rate Per 100000,NA
Case Counts by County,Jackson County,Cases,0
Case Counts by County,Jackson County,Rate Per 100000,NA
Case Counts by County,Jefferson County,Cases,809
Case Counts by County,Jefferson County,Rate Per 100000,139.60527428381113
Case Counts by County,Kiowa County,Cases,0
Case Counts by County,Kiowa County,Rate Per 100000,NA
Case Counts by County,Kit Carson County,Cases,8
Case Counts by County,Kit Carson County,Rate Per 100000,111.77867821713008
Case Counts by County,La Plata County,Cases,44
Case Counts by County,La Plata County,Rate Per 100000,78.01003492722018
Case Counts by County,Lake County,Cases,5
Case Counts by County,Lake County,Rate Per 100000,64.41638752898739
Case Counts by County,Larimer County,Cases,198
Case Counts by County,Larimer County,Rate Per 100000,56.51297800560564
Case Counts by County,Las Animas County,Cases,2
Case Counts by County,Las Animas County,Rate Per 100000,NA
Case Counts by County,Lincoln County,Cases,2
Case Counts by County,Lincoln County,Rate Per 100000,NA
Case Counts by County,Logan County,Cases,13
Case Counts by County,Logan County,Rate Per 100000,59.48567767914341
Case Counts by County,Mesa County,Cases,35
Case Counts by County,Mesa County,Rate Per 100000,22.78200872225477
Case Counts by County,Mineral County,Cases,2
Case Counts by County,Mineral County,Rate Per 100000,NA
Case Counts by County,Moffat County,Cases,3
Case Counts by County,Moffat County,Rate Per 100000,NA
Case Counts by County,Montezuma County,Cases,12
Case Counts by County,Montezuma County,Rate Per 100000,45.87331320004588
Case Counts by County,Montrose County,Cases,63
Case Counts by County,Montrose County,Rate Per 100000,149.07714150496923
Case Counts by County,Morgan County,Cases,89
Case Counts by County,Morgan County,Rate Per 100000,312.24783356137954
Case Counts by County,Otero County,Cases,5
Case Counts by County,Otero County,Rate Per 100000,27.227183620126333
Case Counts by County,Ouray County,Cases,4
Case Counts by County,Ouray County,Rate Per 100000,NA
Case Counts by County,Park County,Cases,6
Case Counts by County,Park County,Rate Per 100000,32.33281241579997
Case Counts by County,Phillips County,Cases,4
Case Counts by County,Phillips County,Rate Per 100000,NA
Case Counts by County,Pitkin County,Cases,49
