description,attribute,metric,value
State Data,Statewide,Cases,369177
State Data,Statewide,Hospitalizations,20526
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2270762
State Data,Statewide,Test Encounters,4895837
State Data,Statewide,Deaths Among Cases,5316
State Data,Statewide,Deaths Due to COVID-19,4410
State Data,Statewide,Outbreaks,3273
State Data,Statewide,Rate Per 100000,6404.9
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,43412
Colorado Case Counts by County,Alamosa County,Cases,1039
Colorado Case Counts by County,Arapahoe County,Cases,41994
Colorado Case Counts by County,Archuleta County,Cases,551
Colorado Case Counts by County,Baca County,Cases,223
Colorado Case Counts by County,Bent County,Cases,1258
Colorado Case Counts by County,Boulder County,Cases,16032
Colorado Case Counts by County,Broomfield County,Cases,3121
Colorado Case Counts by County,Chaffee County,Cases,1195
Colorado Case Counts by County,Cheyenne County,Cases,106
Colorado Case Counts by County,Clear Creek County,Cases,327
Colorado Case Counts by County,Conejos County,Cases,357
Colorado Case Counts by County,Costilla County,Cases,173
Colorado Case Counts by County,Crowley County,Cases,1689
Colorado Case Counts by County,Custer County,Cases,155
Colorado Case Counts by County,Delta County,Cases,2023
Colorado Case Counts by County,Denver County,Cases,52595
Colorado Case Counts by County,Dolores County,Cases,55
Colorado Case Counts by County,Douglas County,Cases,17533
Colorado Case Counts by County,Eagle County,Cases,3837
Colorado Case Counts by County,El Paso County,Cases,45073
Colorado Case Counts by County,Elbert County,Cases,1080
Colorado Case Counts by County,Fremont County,Cases,4955
Colorado Case Counts by County,Garfield County,Cases,4403
Colorado Case Counts by County,Gilpin County,Cases,136
