description,attribute,metric,value
State Data,Statewide,Cases,88849
State Data,Statewide,Hospitalizations,8380
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,1103952
State Data,Statewide,Test Encounters,1742583
State Data,Statewide,Deaths Among Cases,2194
State Data,Statewide,Deaths Due to COVID-19,2066
State Data,Statewide,Outbreaks,1011
State Data,Statewide,Rate Per 100000,1541.45
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,12408
Colorado Case Counts by County,Alamosa County,Cases,292
Colorado Case Counts by County,Arapahoe County,Cases,11529
Colorado Case Counts by County,Archuleta County,Cases,61
Colorado Case Counts by County,Baca County,Cases,25
Colorado Case Counts by County,Bent County,Cases,12
Colorado Case Counts by County,Boulder County,Cases,5141
Colorado Case Counts by County,Broomfield County,Cases,846
Colorado Case Counts by County,Chaffee County,Cases,374
Colorado Case Counts by County,Cheyenne County,Cases,14
Colorado Case Counts by County,Clear Creek County,Cases,63
Colorado Case Counts by County,Conejos County,Cases,61
Colorado Case Counts by County,Costilla County,Cases,35
Colorado Case Counts by County,Crowley County,Cases,83
Colorado Case Counts by County,Custer County,Cases,19
Colorado Case Counts by County,Delta County,Cases,196
Colorado Case Counts by County,Denver County,Cases,16386
Colorado Case Counts by County,Dolores County,Cases,3
Colorado Case Counts by County,Douglas County,Cases,3434
Colorado Case Counts by County,Eagle County,Cases,1366
Colorado Case Counts by County,El Paso County,Cases,9003
Colorado Case Counts by County,Elbert County,Cases,190
