description,attribute,metric,value
State Data,Statewide,Cases,356110
State Data,Statewide,Hospitalizations,19855
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2218507
State Data,Statewide,Test Encounters,4692994
State Data,Statewide,Deaths Among Cases,5138
State Data,Statewide,Deaths Due to COVID-19,4107
State Data,Statewide,Outbreaks,3174
State Data,Statewide,Rate Per 100000,6178.2
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,42174
Colorado Case Counts by County,Alamosa County,Cases,996
Colorado Case Counts by County,Arapahoe County,Cases,40502
Colorado Case Counts by County,Archuleta County,Cases,531
Colorado Case Counts by County,Baca County,Cases,204
Colorado Case Counts by County,Bent County,Cases,1222
Colorado Case Counts by County,Boulder County,Cases,15516
Colorado Case Counts by County,Broomfield County,Cases,2989
Colorado Case Counts by County,Chaffee County,Cases,1155
Colorado Case Counts by County,Cheyenne County,Cases,102
Colorado Case Counts by County,Clear Creek County,Cases,309
Colorado Case Counts by County,Conejos County,Cases,338
Colorado Case Counts by County,Costilla County,Cases,168
Colorado Case Counts by County,Crowley County,Cases,1683
Colorado Case Counts by County,Custer County,Cases,151
Colorado Case Counts by County,Delta County,Cases,1868
Colorado Case Counts by County,Denver County,Cases,50957
Colorado Case Counts by County,Dolores County,Cases,54
Colorado Case Counts by County,Douglas County,Cases,16779
Colorado Case Counts by County,Eagle County,Cases,3635
Colorado Case Counts by County,El Paso County,Cases,43540
Colorado Case Counts by County,Elbert County,Cases,1048
Colorado Case Counts by County,Fremont County,Cases,4861
Colorado Case Counts by County,Garfield County,Cases,4226
Colorado Case Counts by County,Gilpin County,Cases,132
Colorado Case Counts by County,Grand County,Cases,745
Colorado Case Counts by County,Gunnison County,Cases,752
Colorado Case Counts by County,Hinsdale County,Cases,15
Colorado Case Counts by County,Huerfano County,Cases,282
Colorado Case Counts by County,International,Cases,27
Colorado Case Counts by County,Jackson County,Cases,42
Colorado Case Counts by County,Jefferson County,Cases,31305
Colorado Case Counts by County,Kiowa County,Cases,75
Colorado Case Counts by County,Kit Carson County,Cases,455
Colorado Case Counts by County,La Plata County,Cases,2381
Colorado Case Counts by County,Lake County,Cases,458
Colorado Case Counts by County,Larimer County,Cases,16029
