description,attribute,metric,value
State Data,Statewide,Cases,112147
State Data,Statewide,Hospitalizations,9114
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,1249128
State Data,Statewide,Test Encounters,2060642
State Data,Statewide,Deaths Among Cases,2292
State Data,Statewide,Deaths Due to COVID-19,2126
State Data,Statewide,Outbreaks,1221
State Data,Statewide,Rate Per 100000,1945.65
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,15877
Colorado Case Counts by County,Alamosa County,Cases,361
Colorado Case Counts by County,Arapahoe County,Cases,14226
Colorado Case Counts by County,Archuleta County,Cases,68
Colorado Case Counts by County,Baca County,Cases,37
Colorado Case Counts by County,Bent County,Cases,19
Colorado Case Counts by County,Boulder County,Cases,6060
Colorado Case Counts by County,Broomfield County,Cases,1120
Colorado Case Counts by County,Chaffee County,Cases,435
Colorado Case Counts by County,Cheyenne County,Cases,15
Colorado Case Counts by County,Clear Creek County,Cases,93
Colorado Case Counts by County,Conejos County,Cases,84
Colorado Case Counts by County,Costilla County,Cases,42
Colorado Case Counts by County,Crowley County,Cases,112
Colorado Case Counts by County,Custer County,Cases,24
Colorado Case Counts by County,Delta County,Cases,220
Colorado Case Counts by County,Denver County,Cases,20312
Colorado Case Counts by County,Dolores County,Cases,3
Colorado Case Counts by County,Douglas County,Cases,4568
Colorado Case Counts by County,Eagle County,Cases,1525
Colorado Case Counts by County,El Paso County,Cases,11396
Colorado Case Counts by County,Elbert County,Cases,254
Colorado Case Counts by County,Fremont County,Cases,882
Colorado Case Counts by County,Garfield County,Cases,1249
Colorado Case Counts by County,Gilpin County,Cases,33
Colorado Case Counts by County,Grand County,Cases,161
Colorado Case Counts by County,Gunnison County,Cases,322
Colorado Case Counts by County,Hinsdale County,Cases,4
Colorado Case Counts by County,Huerfano County,Cases,38
Colorado Case Counts by County,International,Cases,23
Colorado Case Counts by County,Jackson County,Cases,9
Colorado Case Counts by County,Jefferson County,Cases,9779
Colorado Case Counts by County,Kiowa County,Cases,6
Colorado Case Counts by County,Kit Carson County,Cases,139
Colorado Case Counts by County,La Plata County,Cases,396
Colorado Case Counts by County,Lake County,Cases,151
Colorado Case Counts by County,Larimer County,Cases,4627
Colorado Case Counts by County,Las Animas County,Cases,86
Colorado Case Counts by County,Lincoln County,Cases,25
Colorado Case Counts by County,Logan County,Cases,1369
Colorado Case Counts by County,Mesa County,Cases,1802
Colorado Case Counts by County,Mineral County,Cases,21
Colorado Case Counts by County,Moffat County,Cases,78
Colorado Case Counts by County,Montezuma County,Cases,234
Colorado Case Counts by County,Montrose County,Cases,496
Colorado Case Counts by County,Morgan County,Cases,929
Colorado Case Counts by County,Otero County,Cases,185
Colorado Case Counts by County,Ouray County,Cases,44
Colorado Case Counts by County,Park County,Cases,107
Colorado Case Counts by County,Phillips County,Cases,67
Colorado Case Counts by County,Pitkin County,Cases,298
Colorado Case Counts by County,Prowers County,Cases,206
Colorado Case Counts by County,Pueblo County,Cases,2509
Colorado Case Counts by County,Rio Blanco County,Cases,31
Colorado Case Counts by County,Rio Grande County,Cases,132
Colorado Case Counts by County,Routt County,Cases,230
Colorado Case Counts by County,Saguache County,Cases,148
Colorado Case Counts by County,San Juan County,Cases,11
Colorado Case Counts by County,San Miguel County,Cases,111
Colorado Case Counts by County,Sedgwick County,Cases,46
Colorado Case Counts by County,Summit County,Cases,799
Colorado Case Counts by County,Teller County,Cases,274
Colorado Case Counts by County,Washington County,Cases,110
Colorado Case Counts by County,Weld County,Cases,6902
Colorado Case Counts by County,Yuma County,Cases,227
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,3.9
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,10.87
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,22.2
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,17.69
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.42
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,13.18
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.46
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.59
COVID-19 in Colorado by Age Group,80+,Percent of Cases,3.61
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.07
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.17
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.74
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,0.87
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.97
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,6.85
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.52
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,23.17
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,52.71
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
