description,attribute,metric,value
State Data,Statewide,Cases,4950
State Data,Statewide,Hospitalizations,924
State Data,Statewide,Counties,54
State Data,Statewide,People Tested,25773
State Data,Statewide,Deaths,140
State Data,Statewide,Outbreaks,37
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Outbreaks are investigated at residential and non-hospital heathcare facilities.,NA
State Data,Note,"The state rate per 100,000 includes all cases (including cases who have not yet been assigned to a county).",NA
Case Counts by County,Adams County,Cases,354
Case Counts by County,Adams County,Rate Per 100000,69.2118645559003
Case Counts by County,Alamosa County,Cases,4
Case Counts by County,Alamosa County,Rate Per 100000,NA
Case Counts by County,Arapahoe County,Cases,608
Case Counts by County,Arapahoe County,Rate Per 100000,93.34573849068538
Case Counts by County,Archuleta County,Cases,1
Case Counts by County,Archuleta County,Rate Per 100000,NA
Case Counts by County,Baca County,Cases,9
Case Counts by County,Baca County,Rate Per 100000,253.73555117000282
Case Counts by County,Bent County,Cases,0
Case Counts by County,Bent County,Rate Per 100000,NA
Case Counts by County,Boulder County,Cases,177
Case Counts by County,Boulder County,Rate Per 100000,54.381889908933374
Case Counts by County,Broomfield County,Cases,50
Case Counts by County,Broomfield County,Rate Per 100000,71.99113069269866
Case Counts by County,Chaffee County,Cases,22
Case Counts by County,Chaffee County,Rate Per 100000,109.846215298582
Case Counts by County,Cheyenne County,Cases,0
Case Counts by County,Cheyenne County,Rate Per 100000,NA
Case Counts by County,Clear Creek County,Cases,6
Case Counts by County,Clear Creek County,Rate Per 100000,62.09251785159888
Case Counts by County,Conejos County,Cases,0
Case Counts by County,Conejos County,Rate Per 100000,NA
Case Counts by County,Costilla County,Cases,3
Case Counts by County,Costilla County,Rate Per 100000,NA
Case Counts by County,Crowley County,Cases,1
Case Counts by County,Crowley County,Rate Per 100000,NA
Case Counts by County,Custer County,Cases,2
Case Counts by County,Custer County,Rate Per 100000,NA
Case Counts by County,Delta County,Cases,4
Case Counts by County,Delta County,Rate Per 100000,NA
Case Counts by County,Denver County,Cases,825
Case Counts by County,Denver County,Rate Per 100000,114.93500251463854
Case Counts by County,Dolores County,Cases,0
Case Counts by County,Dolores County,Rate Per 100000,NA
Case Counts by County,Douglas County,Cases,223
