description,attribute,metric,value
State Data,Statewide,Cases,38726
State Data,Statewide,Hospitalizations,5966
State Data,Statewide,Counties,62
State Data,Statewide,People Tested,421313
State Data,Statewide,Deaths Among Cases,1745
State Data,Statewide,Deaths Due to COVID-19,1615
State Data,Statewide,Outbreaks,420
State Data,Statewide,Rate Per 100000,680.09
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,Deaths due to COVID-19 (updated through the previous Saturday): https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,4972
Colorado Case Counts by County,Alamosa County,Cases,206
Colorado Case Counts by County,Arapahoe County,Cases,5854
Colorado Case Counts by County,Archuleta County,Cases,15
Colorado Case Counts by County,Baca County,Cases,14
Colorado Case Counts by County,Bent County,Cases,5
Colorado Case Counts by County,Boulder County,Cases,1601
Colorado Case Counts by County,Broomfield County,Cases,354
Colorado Case Counts by County,Chaffee County,Cases,124
Colorado Case Counts by County,Cheyenne County,Cases,5
Colorado Case Counts by County,Clear Creek County,Cases,23
Colorado Case Counts by County,Conejos County,Cases,19
Colorado Case Counts by County,Costilla County,Cases,22
Colorado Case Counts by County,Crowley County,Cases,71
Colorado Case Counts by County,Custer County,Cases,7
Colorado Case Counts by County,Delta County,Cases,86
Colorado Case Counts by County,Denver County,Cases,8164
Colorado Case Counts by County,Dolores County,Cases,0
Colorado Case Counts by County,Douglas County,Cases,1263
Colorado Case Counts by County,Eagle County,Cases,812
Colorado Case Counts by County,El Paso County,Cases,3306
Colorado Case Counts by County,Elbert County,Cases,67
Colorado Case Counts by County,Fremont County,Cases,68
Colorado Case Counts by County,Garfield County,Cases,469
Colorado Case Counts by County,Gilpin County,Cases,12
Colorado Case Counts by County,Grand County,Cases,32
Colorado Case Counts by County,Gunnison County,Cases,193
Colorado Case Counts by County,Hinsdale County,Cases,3
Colorado Case Counts by County,Huerfano County,Cases,5
Colorado Case Counts by County,International,Cases,18
Colorado Case Counts by County,Jackson County,Cases,8
Colorado Case Counts by County,Jefferson County,Cases,3174
Colorado Case Counts by County,Kiowa County,Cases,0
Colorado Case Counts by County,Kit Carson County,Cases,36
Colorado Case Counts by County,La Plata County,Cases,151
Colorado Case Counts by County,Lake County,Cases,57
Colorado Case Counts by County,Larimer County,Cases,1009
Colorado Case Counts by County,Las Animas County,Cases,11
Colorado Case Counts by County,Lincoln County,Cases,4
Colorado Case Counts by County,Logan County,Cases,641
Colorado Case Counts by County,Mesa County,Cases,163
Colorado Case Counts by County,Mineral County,Cases,17
Colorado Case Counts by County,Moffat County,Cases,16
Colorado Case Counts by County,Montezuma County,Cases,85
Colorado Case Counts by County,Montrose County,Cases,225
Colorado Case Counts by County,Morgan County,Cases,663
Colorado Case Counts by County,Otero County,Cases,24
Colorado Case Counts by County,Ouray County,Cases,12
Colorado Case Counts by County,Park County,Cases,33
Colorado Case Counts by County,Phillips County,Cases,16
Colorado Case Counts by County,Pitkin County,Cases,144
Colorado Case Counts by County,Prowers County,Cases,42
Colorado Case Counts by County,Pueblo County,Cases,469
Colorado Case Counts by County,Rio Blanco County,Cases,6
Colorado Case Counts by County,Rio Grande County,Cases,82
Colorado Case Counts by County,Routt County,Cases,86
Colorado Case Counts by County,Saguache County,Cases,104
Colorado Case Counts by County,San Juan County,Cases,2
Colorado Case Counts by County,San Miguel County,Cases,60
Colorado Case Counts by County,Sedgwick County,Cases,4
Colorado Case Counts by County,Summit County,Cases,298
Colorado Case Counts by County,Teller County,Cases,66
Colorado Case Counts by County,Washington County,Cases,46
Colorado Case Counts by County,Weld County,Cases,3127
Colorado Case Counts by County,Yuma County,Cases,55
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,2.75
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,6.29
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,19.81
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,17.65
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,16.33
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,14.87
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,9.91
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,6.06
COVID-19 in Colorado by Age Group,80+,Percent of Cases,6.22
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.11
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.17
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.63
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,0.69
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.69
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,6.36
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.84
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,23.55
