description,attribute,metric,value
State Data,Statewide,Cases,5172
State Data,Statewide,Hospitalizations,994
State Data,Statewide,Counties,54
State Data,Statewide,People Tested,26875
State Data,Statewide,Deaths,150
State Data,Statewide,Outbreaks,41
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results.,NA
State Data,Note,Outbreaks are investigated at residential and non-hospital heathcare facilities.,NA
Case Counts by County,Adams County,Cases,367
Case Counts by County,Adams County,Rate Per 100000,71.75354319778366
Case Counts by County,Alamosa County,Cases,4
Case Counts by County,Alamosa County,Rate Per 100000,NA
Case Counts by County,Arapahoe County,Cases,652
Case Counts by County,Arapahoe County,Rate Per 100000,100.10102219724816
Case Counts by County,Archuleta County,Cases,6
Case Counts by County,Archuleta County,Rate Per 100000,43.67765887748416
Case Counts by County,Baca County,Cases,9
Case Counts by County,Baca County,Rate Per 100000,253.73555117000282
Case Counts by County,Bent County,Cases,0
Case Counts by County,Bent County,Rate Per 100000,NA
Case Counts by County,Boulder County,Cases,189
Case Counts by County,Boulder County,Rate Per 100000,58.06879769936953
Case Counts by County,Broomfield County,Cases,50
Case Counts by County,Broomfield County,Rate Per 100000,71.99113069269866
Case Counts by County,Chaffee County,Cases,22
Case Counts by County,Chaffee County,Rate Per 100000,109.846215298582
Case Counts by County,Cheyenne County,Cases,0
Case Counts by County,Cheyenne County,Rate Per 100000,NA
Case Counts by County,Clear Creek County,Cases,6
Case Counts by County,Clear Creek County,Rate Per 100000,62.09251785159888
Case Counts by County,Conejos County,Cases,0
Case Counts by County,Conejos County,Rate Per 100000,NA
Case Counts by County,Costilla County,Cases,3
Case Counts by County,Costilla County,Rate Per 100000,NA
Case Counts by County,Crowley County,Cases,1
Case Counts by County,Crowley County,Rate Per 100000,NA
Case Counts by County,Custer County,Cases,2
Case Counts by County,Custer County,Rate Per 100000,NA
Case Counts by County,Delta County,Cases,5
Case Counts by County,Delta County,Rate Per 100000,16.16239979312128
Case Counts by County,Denver County,Cases,847
Case Counts by County,Denver County,Rate Per 100000,117.99993591502891
Case Counts by County,Dolores County,Cases,0
Case Counts by County,Dolores County,Rate Per 100000,NA
Case Counts by County,Douglas County,Cases,227
Case Counts by County,Douglas County,Rate Per 100000,66.21125766388016
Case Counts by County,Eagle County,Cases,355
Case Counts by County,Eagle County,Rate Per 100000,647.0663288555128
Case Counts by County,El Paso County,Cases,441
Case Counts by County,El Paso County,Rate Per 100000,61.73055522505057
Case Counts by County,Elbert County,Cases,9
Case Counts by County,Elbert County,Rate Per 100000,34.327561217484174
Case Counts by County,Fremont County,Cases,3
Case Counts by County,Fremont County,Rate Per 100000,NA
Case Counts by County,Garfield County,Cases,47
Case Counts by County,Garfield County,Rate Per 100000,78.58611868175966
Case Counts by County,Gilpin County,Cases,0
Case Counts by County,Gilpin County,Rate Per 100000,NA
Case Counts by County,Grand County,Cases,4
Case Counts by County,Grand County,Rate Per 100000,NA
Case Counts by County,Grand Total County,Cases,5172
Case Counts by County,Grand Total County,Rate Per 100000,NA
Case Counts by County,Gunnison County,Cases,95
Case Counts by County,Gunnison County,Rate Per 100000,553.1939672742095
Case Counts by County,Hinsdale County,Cases,1
Case Counts by County,Hinsdale County,Rate Per 100000,NA
Case Counts by County,Huerfano County,Cases,1
Case Counts by County,Huerfano County,Rate Per 100000,NA
Case Counts by County,Jackson County,Cases,0
