description,attribute,metric,value
State Data,Statewide,Cases,58019
State Data,Statewide,Hospitalizations,7090
State Data,Statewide,Counties,63
State Data,Statewide,People Tested,719148
State Data,Statewide,Test Encounters,1021497
State Data,Statewide,Deaths Among Cases,1952
State Data,Statewide,Deaths Due to COVID-19,1853
State Data,Statewide,Outbreaks,624
State Data,Statewide,Rate Per 100000,1006.58
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,7623
Colorado Case Counts by County,Alamosa County,Cases,238
Colorado Case Counts by County,Arapahoe County,Cases,8179
Colorado Case Counts by County,Archuleta County,Cases,48
Colorado Case Counts by County,Baca County,Cases,18
Colorado Case Counts by County,Bent County,Cases,11
Colorado Case Counts by County,Boulder County,Cases,2327
Colorado Case Counts by County,Broomfield County,Cases,541
Colorado Case Counts by County,Chaffee County,Cases,316
Colorado Case Counts by County,Cheyenne County,Cases,9
Colorado Case Counts by County,Clear Creek County,Cases,35
Colorado Case Counts by County,Conejos County,Cases,31
Colorado Case Counts by County,Costilla County,Cases,32
Colorado Case Counts by County,Crowley County,Cases,73
Colorado Case Counts by County,Custer County,Cases,17
Colorado Case Counts by County,Delta County,Cases,166
Colorado Case Counts by County,Denver County,Cases,11339
Colorado Case Counts by County,Dolores County,Cases,2
Colorado Case Counts by County,Douglas County,Cases,2033
Colorado Case Counts by County,Eagle County,Cases,1185
Colorado Case Counts by County,El Paso County,Cases,6070
Colorado Case Counts by County,Elbert County,Cases,122
Colorado Case Counts by County,Fremont County,Cases,160
Colorado Case Counts by County,Garfield County,Cases,846
Colorado Case Counts by County,Gilpin County,Cases,18
Colorado Case Counts by County,Grand County,Cases,66
Colorado Case Counts by County,Gunnison County,Cases,292
Colorado Case Counts by County,Hinsdale County,Cases,3
Colorado Case Counts by County,Huerfano County,Cases,9
Colorado Case Counts by County,International,Cases,20
Colorado Case Counts by County,Jackson County,Cases,9
Colorado Case Counts by County,Jefferson County,Cases,4862
Colorado Case Counts by County,Kiowa County,Cases,0
Colorado Case Counts by County,Kit Carson County,Cases,78
Colorado Case Counts by County,La Plata County,Cases,242
