description,attribute,metric,value
State Data,Statewide,Cases,26098
State Data,Statewide,Hospitalizations,4333
State Data,Statewide,Counties,60
State Data,Statewide,People Tested,178196
State Data,Statewide,Deaths Among Cases,1443
State Data,Statewide,Deaths Due to COVID-19,1181
State Data,Statewide,Outbreaks,280
State Data,Statewide,Rate Per 100000,458.32
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,Deaths due to COVID-19 (updated through the previous Saturday): https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,3224
Colorado Case Counts by County,Alamosa County,Cases,74
Colorado Case Counts by County,Arapahoe County,Cases,4353
Colorado Case Counts by County,Archuleta County,Cases,8
Colorado Case Counts by County,Baca County,Cases,12
Colorado Case Counts by County,Bent County,Cases,2
Colorado Case Counts by County,Boulder County,Cases,974
Colorado Case Counts by County,Broomfield County,Cases,236
Colorado Case Counts by County,Chaffee County,Cases,72
Colorado Case Counts by County,Cheyenne County,Cases,5
Colorado Case Counts by County,Clear Creek County,Cases,16
Colorado Case Counts by County,Conejos County,Cases,1
Colorado Case Counts by County,Costilla County,Cases,6
Colorado Case Counts by County,Crowley County,Cases,64
Colorado Case Counts by County,Custer County,Cases,2
Colorado Case Counts by County,Delta County,Cases,69
Colorado Case Counts by County,Denver County,Cases,5690
Colorado Case Counts by County,Dolores County,Cases,0
Colorado Case Counts by County,Douglas County,Cases,715
Colorado Case Counts by County,Eagle County,Cases,587
Colorado Case Counts by County,El Paso County,Cases,1717
Colorado Case Counts by County,Elbert County,Cases,52
Colorado Case Counts by County,Fremont County,Cases,26
Colorado Case Counts by County,Garfield County,Cases,138
Colorado Case Counts by County,Gilpin County,Cases,3
Colorado Case Counts by County,Grand County,Cases,14
Colorado Case Counts by County,Gunnison County,Cases,177
Colorado Case Counts by County,Hinsdale County,Cases,3
Colorado Case Counts by County,Huerfano County,Cases,3
Colorado Case Counts by County,International,Cases,14
