description,attribute,metric,value
State Data,Statewide,Cases,26788
State Data,Statewide,Hospitalizations,4419
State Data,Statewide,Counties,60
State Data,Statewide,People Tested,190700
State Data,Statewide,Deaths Among Cases,1474
State Data,Statewide,Deaths Due to COVID-19,1228
State Data,Statewide,Outbreaks,284
State Data,Statewide,Rate Per 100000,470.44
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,Deaths due to COVID-19 (updated through the previous Saturday): https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,3338
Colorado Case Counts by County,Alamosa County,Cases,82
Colorado Case Counts by County,Arapahoe County,Cases,4453
Colorado Case Counts by County,Archuleta County,Cases,8
Colorado Case Counts by County,Baca County,Cases,12
Colorado Case Counts by County,Bent County,Cases,2
Colorado Case Counts by County,Boulder County,Cases,986
Colorado Case Counts by County,Broomfield County,Cases,244
Colorado Case Counts by County,Chaffee County,Cases,77
Colorado Case Counts by County,Cheyenne County,Cases,5
Colorado Case Counts by County,Clear Creek County,Cases,17
Colorado Case Counts by County,Conejos County,Cases,2
Colorado Case Counts by County,Costilla County,Cases,6
Colorado Case Counts by County,Crowley County,Cases,64
Colorado Case Counts by County,Custer County,Cases,2
Colorado Case Counts by County,Delta County,Cases,71
Colorado Case Counts by County,Denver County,Cases,5854
Colorado Case Counts by County,Dolores County,Cases,0
Colorado Case Counts by County,Douglas County,Cases,726
Colorado Case Counts by County,Eagle County,Cases,590
Colorado Case Counts by County,El Paso County,Cases,1761
Colorado Case Counts by County,Elbert County,Cases,53
Colorado Case Counts by County,Fremont County,Cases,27
Colorado Case Counts by County,Garfield County,Cases,148
Colorado Case Counts by County,Gilpin County,Cases,3
Colorado Case Counts by County,Grand County,Cases,15
Colorado Case Counts by County,Gunnison County,Cases,178
Colorado Case Counts by County,Hinsdale County,Cases,3
Colorado Case Counts by County,Huerfano County,Cases,3
Colorado Case Counts by County,International,Cases,14
Colorado Case Counts by County,Jackson County,Cases,0
Colorado Case Counts by County,Jefferson County,Cases,2266
Colorado Case Counts by County,Kiowa County,Cases,0
Colorado Case Counts by County,Kit Carson County,Cases,26
Colorado Case Counts by County,La Plata County,Cases,82
Colorado Case Counts by County,Lake County,Cases,31
Colorado Case Counts by County,Larimer County,Cases,589
Colorado Case Counts by County,Las Animas County,Cases,5
Colorado Case Counts by County,Lincoln County,Cases,3
Colorado Case Counts by County,Logan County,Cases,620
Colorado Case Counts by County,Mesa County,Cases,55
Colorado Case Counts by County,Mineral County,Cases,2
Colorado Case Counts by County,Moffat County,Cases,8
Colorado Case Counts by County,Montezuma County,Cases,46
Colorado Case Counts by County,Montrose County,Cases,181
Colorado Case Counts by County,Morgan County,Cases,631
Colorado Case Counts by County,Otero County,Cases,19
Colorado Case Counts by County,Ouray County,Cases,8
Colorado Case Counts by County,Park County,Cases,23
Colorado Case Counts by County,Phillips County,Cases,14
Colorado Case Counts by County,Pitkin County,Cases,58
Colorado Case Counts by County,Prowers County,Cases,15
Colorado Case Counts by County,Pueblo County,Cases,297
Colorado Case Counts by County,Rio Blanco County,Cases,1
Colorado Case Counts by County,Rio Grande County,Cases,37
Colorado Case Counts by County,Routt County,Cases,62
Colorado Case Counts by County,Saguache County,Cases,89
Colorado Case Counts by County,San Juan County,Cases,1
