description,attribute,metric,value
State Data,Statewide,Cases,237310
State Data,Statewide,Hospitalizations,14116
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,1768098
State Data,Statewide,Test Encounters,3255541
State Data,Statewide,Deaths Among Cases,3109
State Data,Statewide,Deaths Due to COVID-19,2695
State Data,Statewide,Outbreaks,2207
State Data,Statewide,Rate Per 100000,4117.12
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,30241
Colorado Case Counts by County,Alamosa County,Cases,629
Colorado Case Counts by County,Arapahoe County,Cases,27727
Colorado Case Counts by County,Archuleta County,Cases,243
Colorado Case Counts by County,Baca County,Cases,107
Colorado Case Counts by County,Bent County,Cases,197
Colorado Case Counts by County,Boulder County,Cases,11329
Colorado Case Counts by County,Broomfield County,Cases,2087
Colorado Case Counts by County,Chaffee County,Cases,663
Colorado Case Counts by County,Cheyenne County,Cases,63
Colorado Case Counts by County,Clear Creek County,Cases,193
Colorado Case Counts by County,Conejos County,Cases,173
Colorado Case Counts by County,Costilla County,Cases,84
Colorado Case Counts by County,Crowley County,Cases,1241
Colorado Case Counts by County,Custer County,Cases,76
Colorado Case Counts by County,Delta County,Cases,673
Colorado Case Counts by County,Denver County,Cases,37106
Colorado Case Counts by County,Dolores County,Cases,22
Colorado Case Counts by County,Douglas County,Cases,11037
Colorado Case Counts by County,Eagle County,Cases,2403
Colorado Case Counts by County,El Paso County,Cases,27829
Colorado Case Counts by County,Elbert County,Cases,624
Colorado Case Counts by County,Fremont County,Cases,2859
Colorado Case Counts by County,Garfield County,Cases,2280
Colorado Case Counts by County,Gilpin County,Cases,87
Colorado Case Counts by County,Grand County,Cases,415
Colorado Case Counts by County,Gunnison County,Cases,476
Colorado Case Counts by County,Hinsdale County,Cases,8
Colorado Case Counts by County,Huerfano County,Cases,179
Colorado Case Counts by County,International,Cases,25
Colorado Case Counts by County,Jackson County,Cases,22
Colorado Case Counts by County,Jefferson County,Cases,21156
Colorado Case Counts by County,Kiowa County,Cases,26
Colorado Case Counts by County,Kit Carson County,Cases,303
Colorado Case Counts by County,La Plata County,Cases,1388
Colorado Case Counts by County,Lake County,Cases,281
Colorado Case Counts by County,Larimer County,Cases,10427
Colorado Case Counts by County,Las Animas County,Cases,266
Colorado Case Counts by County,Lincoln County,Cases,153
Colorado Case Counts by County,Logan County,Cases,2247
Colorado Case Counts by County,Mesa County,Cases,6036
Colorado Case Counts by County,Mineral County,Cases,36
Colorado Case Counts by County,Moffat County,Cases,319
Colorado Case Counts by County,Montezuma County,Cases,733
Colorado Case Counts by County,Montrose County,Cases,1146
Colorado Case Counts by County,Morgan County,Cases,1681
Colorado Case Counts by County,Otero County,Cases,709
Colorado Case Counts by County,Ouray County,Cases,118
Colorado Case Counts by County,Park County,Cases,238
Colorado Case Counts by County,Phillips County,Cases,189
Colorado Case Counts by County,Pitkin County,Cases,513
Colorado Case Counts by County,Prowers County,Cases,657
Colorado Case Counts by County,Pueblo County,Cases,8856
Colorado Case Counts by County,Rio Blanco County,Cases,148
Colorado Case Counts by County,Rio Grande County,Cases,243
Colorado Case Counts by County,Routt County,Cases,685
Colorado Case Counts by County,Saguache County,Cases,222
Colorado Case Counts by County,San Juan County,Cases,19
Colorado Case Counts by County,San Miguel County,Cases,213
Colorado Case Counts by County,Sedgwick County,Cases,112
Colorado Case Counts by County,Summit County,Cases,1553
Colorado Case Counts by County,Teller County,Cases,653
Colorado Case Counts by County,Washington County,Cases,251
Colorado Case Counts by County,Weld County,Cases,14297
Colorado Case Counts by County,Yuma County,Cases,338
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,3.85
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,10.98
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,22.15
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.13
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.47
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,13.11
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.43
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.48
COVID-19 in Colorado by Age Group,80+,Percent of Cases,3.35
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.05
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.03
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.16
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.64
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,0.84
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,3.06
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,6.47
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.06
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,23.42
