description,attribute,metric,value
State Data,Statewide,Cases,383008
State Data,Statewide,Hospitalizations,21146
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2334170
State Data,Statewide,Test Encounters,5185408
State Data,Statewide,Deaths Among Cases,5462
State Data,Statewide,Deaths Due to COVID-19,4709
State Data,Statewide,Outbreaks,3374
State Data,Statewide,Rate Per 100000,6644.86
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,44580
Colorado Case Counts by County,Alamosa County,Cases,1107
Colorado Case Counts by County,Arapahoe County,Cases,43498
Colorado Case Counts by County,Archuleta County,Cases,590
Colorado Case Counts by County,Baca County,Cases,256
Colorado Case Counts by County,Bent County,Cases,1280
Colorado Case Counts by County,Boulder County,Cases,16595
Colorado Case Counts by County,Broomfield County,Cases,3267
Colorado Case Counts by County,Chaffee County,Cases,1254
Colorado Case Counts by County,Cheyenne County,Cases,112
Colorado Case Counts by County,Clear Creek County,Cases,337
Colorado Case Counts by County,Conejos County,Cases,382
Colorado Case Counts by County,Costilla County,Cases,175
Colorado Case Counts by County,Crowley County,Cases,1762
Colorado Case Counts by County,Custer County,Cases,157
Colorado Case Counts by County,Delta County,Cases,2201
Colorado Case Counts by County,Denver County,Cases,54162
Colorado Case Counts by County,Dolores County,Cases,60
Colorado Case Counts by County,Douglas County,Cases,18187
Colorado Case Counts by County,Eagle County,Cases,4147
Colorado Case Counts by County,El Paso County,Cases,46518
Colorado Case Counts by County,Elbert County,Cases,1106
Colorado Case Counts by County,Fremont County,Cases,5028
Colorado Case Counts by County,Garfield County,Cases,4608
Colorado Case Counts by County,Gilpin County,Cases,141
Colorado Case Counts by County,Grand County,Cases,863
Colorado Case Counts by County,Gunnison County,Cases,962
Colorado Case Counts by County,Hinsdale County,Cases,15
Colorado Case Counts by County,Huerfano County,Cases,287
Colorado Case Counts by County,International,Cases,35
Colorado Case Counts by County,Jackson County,Cases,44
Colorado Case Counts by County,Jefferson County,Cases,33489
Colorado Case Counts by County,Kiowa County,Cases,85
Colorado Case Counts by County,Kit Carson County,Cases,496
Colorado Case Counts by County,La Plata County,Cases,2634
Colorado Case Counts by County,Lake County,Cases,486
Colorado Case Counts by County,Larimer County,Cases,17331
Colorado Case Counts by County,Las Animas County,Cases,893
Colorado Case Counts by County,Lincoln County,Cases,835
Colorado Case Counts by County,Logan County,Cases,3558
