description,attribute,metric,value
State Data,Statewide,Cases,346893
State Data,Statewide,Hospitalizations,18818
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2183221
State Data,Statewide,Test Encounters,4562056
State Data,Statewide,Deaths Among Cases,4991
State Data,Statewide,Deaths Due to COVID-19,3921
State Data,Statewide,Outbreaks,3091
State Data,Statewide,Rate Per 100000,6018.29
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,41312
Colorado Case Counts by County,Alamosa County,Cases,964
Colorado Case Counts by County,Arapahoe County,Cases,39439
Colorado Case Counts by County,Archuleta County,Cases,506
Colorado Case Counts by County,Baca County,Cases,200
Colorado Case Counts by County,Bent County,Cases,1148
Colorado Case Counts by County,Boulder County,Cases,15243
Colorado Case Counts by County,Broomfield County,Cases,2905
Colorado Case Counts by County,Chaffee County,Cases,1114
Colorado Case Counts by County,Cheyenne County,Cases,95
Colorado Case Counts by County,Clear Creek County,Cases,302
Colorado Case Counts by County,Conejos County,Cases,324
Colorado Case Counts by County,Costilla County,Cases,163
Colorado Case Counts by County,Crowley County,Cases,1666
Colorado Case Counts by County,Custer County,Cases,150
Colorado Case Counts by County,Delta County,Cases,1742
Colorado Case Counts by County,Denver County,Cases,49648
Colorado Case Counts by County,Dolores County,Cases,54
Colorado Case Counts by County,Douglas County,Cases,16275
Colorado Case Counts by County,Eagle County,Cases,3512
Colorado Case Counts by County,El Paso County,Cases,42508
Colorado Case Counts by County,Elbert County,Cases,1028
Colorado Case Counts by County,Fremont County,Cases,4782
Colorado Case Counts by County,Garfield County,Cases,4057
Colorado Case Counts by County,Gilpin County,Cases,131
Colorado Case Counts by County,Grand County,Cases,693
Colorado Case Counts by County,Gunnison County,Cases,733
Colorado Case Counts by County,Hinsdale County,Cases,14
Colorado Case Counts by County,Huerfano County,Cases,282
Colorado Case Counts by County,International,Cases,27
Colorado Case Counts by County,Jackson County,Cases,39
Colorado Case Counts by County,Jefferson County,Cases,30649
Colorado Case Counts by County,Kiowa County,Cases,75
Colorado Case Counts by County,Kit Carson County,Cases,445
Colorado Case Counts by County,La Plata County,Cases,2332
Colorado Case Counts by County,Lake County,Cases,448
Colorado Case Counts by County,Larimer County,Cases,15547
Colorado Case Counts by County,Las Animas County,Cases,684
Colorado Case Counts by County,Lincoln County,Cases,788
Colorado Case Counts by County,Logan County,Cases,3290
Colorado Case Counts by County,Mesa County,Cases,9594
Colorado Case Counts by County,Mineral County,Cases,46
Colorado Case Counts by County,Moffat County,Cases,551
Colorado Case Counts by County,Montezuma County,Cases,1285
Colorado Case Counts by County,Montrose County,Cases,2287
Colorado Case Counts by County,Morgan County,Cases,2169
Colorado Case Counts by County,Otero County,Cases,1680
Colorado Case Counts by County,Ouray County,Cases,155
Colorado Case Counts by County,Park County,Cases,399
Colorado Case Counts by County,Phillips County,Cases,291
Colorado Case Counts by County,Pitkin County,Cases,1195
Colorado Case Counts by County,Prowers County,Cases,1029
Colorado Case Counts by County,Pueblo County,Cases,13541
Colorado Case Counts by County,Rio Blanco County,Cases,278
Colorado Case Counts by County,Rio Grande County,Cases,404
Colorado Case Counts by County,Routt County,Cases,1084
Colorado Case Counts by County,Saguache County,Cases,257
Colorado Case Counts by County,San Juan County,Cases,29
Colorado Case Counts by County,San Miguel County,Cases,399
Colorado Case Counts by County,Sedgwick County,Cases,147
Colorado Case Counts by County,Summit County,Cases,2190
Colorado Case Counts by County,Teller County,Cases,1020
Colorado Case Counts by County,Washington County,Cases,349
Colorado Case Counts by County,Weld County,Cases,20637
Colorado Case Counts by County,Yuma County,Cases,563
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,3.88
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,10.73
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.68
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.15
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.36
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,13.23
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.79
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.65
COVID-19 in Colorado by Age Group,80+,Percent of Cases,3.48
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.04
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.02
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.12
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.62
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,0.9
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.62
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,5.37
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.38
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.12
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,53.82
COVID-19 in Colorado by Age Group,Unknown,Percent of Deaths,0.02
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
