description,attribute,metric,value
State Data,Statewide,Cases,23191
State Data,Statewide,Hospitalizations,4037
State Data,Statewide,Counties,60
State Data,Statewide,People Tested,139937
State Data,Statewide,Deaths Among Cases,1310
State Data,Statewide,Deaths Due to COVID-19,1062
State Data,Statewide,Outbreaks,256
State Data,Statewide,"Rate per 100,000",407.27
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,Deaths due to COVID-19 (updated through the previous Saturday): https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams,Cases,2759
Colorado Case Counts by County,Alamosa,Cases,51
Colorado Case Counts by County,Arapahoe,Cases,3943
Colorado Case Counts by County,Archuleta,Cases,8
Colorado Case Counts by County,Baca,Cases,12
Colorado Case Counts by County,Bent,Cases,1
Colorado Case Counts by County,Boulder,Cases,890
Colorado Case Counts by County,Broomfield,Cases,218
Colorado Case Counts by County,Chaffee,Cases,69
Colorado Case Counts by County,Cheyenne,Cases,5
Colorado Case Counts by County,Clear Creek,Cases,16
Colorado Case Counts by County,Conejos,Cases,1
Colorado Case Counts by County,Costilla,Cases,3
Colorado Case Counts by County,Crowley,Cases,43
Colorado Case Counts by County,Custer,Cases,2
Colorado Case Counts by County,Delta,Cases,57
Colorado Case Counts by County,Denver,Cases,4948
Colorado Case Counts by County,Dolores,Cases,0
Colorado Case Counts by County,Douglas,Cases,663
Colorado Case Counts by County,Eagle,Cases,577
Colorado Case Counts by County,El Paso,Cases,1428
Colorado Case Counts by County,Elbert,Cases,48
Colorado Case Counts by County,Fremont,Cases,26
Colorado Case Counts by County,Garfield,Cases,114
Colorado Case Counts by County,Gilpin,Cases,3
Colorado Case Counts by County,Grand,Cases,5
Colorado Case Counts by County,Gunnison,Cases,177
Colorado Case Counts by County,Hinsdale,Cases,3
Colorado Case Counts by County,Huerfano,Cases,3
Colorado Case Counts by County,Jackson,Cases,0
Colorado Case Counts by County,Jefferson,Cases,1974
Colorado Case Counts by County,Kiowa,Cases,0
Colorado Case Counts by County,Kit Carson,Cases,26
Colorado Case Counts by County,La Plata,Cases,83
Colorado Case Counts by County,Lake,Cases,27
Colorado Case Counts by County,Larimer,Cases,517
Colorado Case Counts by County,Las Animas,Cases,4
Colorado Case Counts by County,Lincoln,Cases,3
Colorado Case Counts by County,Logan,Cases,490
Colorado Case Counts by County,Mesa,Cases,50
Colorado Case Counts by County,Mineral,Cases,2
Colorado Case Counts by County,Moffat,Cases,6
Colorado Case Counts by County,Montezuma,Cases,30
Colorado Case Counts by County,Montrose,Cases,147
Colorado Case Counts by County,Morgan,Cases,586
Colorado Case Counts by County,Otero,Cases,14
Colorado Case Counts by County,Ouray,Cases,7
Colorado Case Counts by County,Park,Cases,21
Colorado Case Counts by County,Phillips,Cases,10
Colorado Case Counts by County,Pitkin,Cases,57
Colorado Case Counts by County,Prowers,Cases,11
Colorado Case Counts by County,Pueblo,Cases,230
Colorado Case Counts by County,Rio Blanco,Cases,1
Colorado Case Counts by County,Rio Grande,Cases,14
Colorado Case Counts by County,Routt,Cases,59
Colorado Case Counts by County,Saguache,Cases,20
Colorado Case Counts by County,San Juan,Cases,2
Colorado Case Counts by County,San Miguel,Cases,23
Colorado Case Counts by County,Sedgwick,Cases,0
Colorado Case Counts by County,Summit,Cases,195
Colorado Case Counts by County,Teller,Cases,33
Colorado Case Counts by County,Unknown Or Pending,Cases,91
Colorado Case Counts by County,Washington,Cases,15
Colorado Case Counts by County,Weld,Cases,2358
Colorado Case Counts by County,Yuma,Cases,12
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,2.06
COVID-19 in Colorado by Age Group,19-Oct,Percent of Cases,4.14
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,15.52
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,17.18
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,17.28
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,16.27
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,11.8
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,7.49
COVID-19 in Colorado by Age Group,80+,Percent of Cases,8.02
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.23
COVID-19 in Colorado by Age Group,19-Oct,Percent of Deaths,0.15
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.53
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,0.53
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.52
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,5.42
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.98
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,23.36
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,54.5
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.85
COVID-19 in Colorado by Age Group,19-Oct,Percent of Colorado Population,13.11
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.61
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.56
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,13.04
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.67
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,10.91
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.12
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.13
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
COVID-19 in Colorado by Age Group,Note,Percent of cases and deaths by age group compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Age Group,Note,"Population Data: Colorado Department of Local Affairs State Demography Office, 2018 Regional Estimates",NA
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Cases,0.46
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Cases,2.74
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Cases,6.11
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Cases,36.14
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Cases,0.71
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Cases,0.41
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Cases,35.65
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Cases,0.91
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Cases,16.87
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Deaths,0.61
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Deaths,3.97
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Deaths,7.02
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Deaths,19.08
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Deaths,0.76
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Deaths,0.31
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Deaths,63.97
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Deaths,0.53
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Deaths,3.74
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Colorado Population,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Colorado Population,3.12
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Colorado Population,3.92
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Colorado Population,21.69
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Colorado Population,2.65
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Colorado Population,0.12
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Colorado Population,67.76
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Colorado Population,0.19
COVID-19 in Colorado by Race & Ethnicity,Note,Percent of cases and deaths by race and ethnicity compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Race & Ethnicity,Note,"Population Data: U.S. Census Bureau, 2018 American Community Survey 1-Year Estimates",NA
