description,attribute,metric,value
State Data,Statewide,Cases,41698
State Data,Statewide,Hospitalizations,6133
State Data,Statewide,Counties,63
State Data,Statewide,People Tested,462275
State Data,Statewide,Deaths Among Cases,1771
State Data,Statewide,Deaths Due to COVID-19,1643
State Data,Statewide,Outbreaks,446
State Data,Statewide,Rate Per 100000,732.28
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,5248
Colorado Case Counts by County,Alamosa County,Cases,214
Colorado Case Counts by County,Arapahoe County,Cases,6197
Colorado Case Counts by County,Archuleta County,Cases,24
Colorado Case Counts by County,Baca County,Cases,14
Colorado Case Counts by County,Bent County,Cases,5
Colorado Case Counts by County,Boulder County,Cases,1683
Colorado Case Counts by County,Broomfield County,Cases,371
Colorado Case Counts by County,Chaffee County,Cases,220
Colorado Case Counts by County,Cheyenne County,Cases,7
Colorado Case Counts by County,Clear Creek County,Cases,24
Colorado Case Counts by County,Conejos County,Cases,21
Colorado Case Counts by County,Costilla County,Cases,22
Colorado Case Counts by County,Crowley County,Cases,73
Colorado Case Counts by County,Custer County,Cases,10
Colorado Case Counts by County,Delta County,Cases,92
Colorado Case Counts by County,Denver County,Cases,8650
Colorado Case Counts by County,Dolores County,Cases,2
Colorado Case Counts by County,Douglas County,Cases,1410
Colorado Case Counts by County,Eagle County,Cases,884
Colorado Case Counts by County,El Paso County,Cases,3786
Colorado Case Counts by County,Elbert County,Cases,75
Colorado Case Counts by County,Fremont County,Cases,82
Colorado Case Counts by County,Garfield County,Cases,561
Colorado Case Counts by County,Gilpin County,Cases,13
Colorado Case Counts by County,Grand County,Cases,39
Colorado Case Counts by County,Gunnison County,Cases,216
Colorado Case Counts by County,Hinsdale County,Cases,3
Colorado Case Counts by County,Huerfano County,Cases,5
Colorado Case Counts by County,International,Cases,18
