description,attribute,metric,value
State Data,Statewide,Cases,67217
State Data,Statewide,Hospitalizations,7454
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,858108
State Data,Statewide,Test Encounters,1260861
State Data,Statewide,Deaths Among Cases,2033
State Data,Statewide,Deaths Due to COVID-19,1935
State Data,Statewide,Outbreaks,724
State Data,Statewide,Rate Per 100000,1166.16
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,8773
Colorado Case Counts by County,Alamosa County,Cases,242
Colorado Case Counts by County,Arapahoe County,Cases,9071
Colorado Case Counts by County,Archuleta County,Cases,55
Colorado Case Counts by County,Baca County,Cases,18
Colorado Case Counts by County,Bent County,Cases,11
Colorado Case Counts by County,Boulder County,Cases,4059
Colorado Case Counts by County,Broomfield County,Cases,619
Colorado Case Counts by County,Chaffee County,Cases,327
Colorado Case Counts by County,Cheyenne County,Cases,14
Colorado Case Counts by County,Clear Creek County,Cases,37
Colorado Case Counts by County,Conejos County,Cases,33
Colorado Case Counts by County,Costilla County,Cases,32
Colorado Case Counts by County,Crowley County,Cases,73
Colorado Case Counts by County,Custer County,Cases,17
Colorado Case Counts by County,Delta County,Cases,187
Colorado Case Counts by County,Denver County,Cases,12785
Colorado Case Counts by County,Dolores County,Cases,3
Colorado Case Counts by County,Douglas County,Cases,2484
Colorado Case Counts by County,Eagle County,Cases,1246
Colorado Case Counts by County,El Paso County,Cases,6760
Colorado Case Counts by County,Elbert County,Cases,155
Colorado Case Counts by County,Fremont County,Cases,171
Colorado Case Counts by County,Garfield County,Cases,939
Colorado Case Counts by County,Gilpin County,Cases,18
Colorado Case Counts by County,Grand County,Cases,72
Colorado Case Counts by County,Gunnison County,Cases,296
Colorado Case Counts by County,Hinsdale County,Cases,3
Colorado Case Counts by County,Huerfano County,Cases,19
Colorado Case Counts by County,International,Cases,21
Colorado Case Counts by County,Jackson County,Cases,9
Colorado Case Counts by County,Jefferson County,Cases,5551
Colorado Case Counts by County,Kiowa County,Cases,1
Colorado Case Counts by County,Kit Carson County,Cases,79
Colorado Case Counts by County,La Plata County,Cases,259
Colorado Case Counts by County,Lake County,Cases,92
Colorado Case Counts by County,Larimer County,Cases,2449
Colorado Case Counts by County,Las Animas County,Cases,23
Colorado Case Counts by County,Lincoln County,Cases,9
Colorado Case Counts by County,Logan County,Cases,853
Colorado Case Counts by County,Mesa County,Cases,558
Colorado Case Counts by County,Mineral County,Cases,20
Colorado Case Counts by County,Moffat County,Cases,41
Colorado Case Counts by County,Montezuma County,Cases,132
Colorado Case Counts by County,Montrose County,Cases,373
Colorado Case Counts by County,Morgan County,Cases,739
Colorado Case Counts by County,Otero County,Cases,93
Colorado Case Counts by County,Ouray County,Cases,25
Colorado Case Counts by County,Park County,Cases,55
Colorado Case Counts by County,Phillips County,Cases,34
Colorado Case Counts by County,Pitkin County,Cases,221
Colorado Case Counts by County,Prowers County,Cases,94
Colorado Case Counts by County,Pueblo County,Cases,1060
Colorado Case Counts by County,Rio Blanco County,Cases,25
Colorado Case Counts by County,Rio Grande County,Cases,96
Colorado Case Counts by County,Routt County,Cases,151
Colorado Case Counts by County,Saguache County,Cases,111
Colorado Case Counts by County,San Juan County,Cases,6
Colorado Case Counts by County,San Miguel County,Cases,96
Colorado Case Counts by County,Sedgwick County,Cases,14
Colorado Case Counts by County,Summit County,Cases,447
Colorado Case Counts by County,Teller County,Cases,174
Colorado Case Counts by County,Washington County,Cases,60
Colorado Case Counts by County,Weld County,Cases,4624
Colorado Case Counts by County,Yuma County,Cases,103
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,3.44
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,9.88
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,22.2
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,17.61
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.5
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,13.51
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.54
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.87
COVID-19 in Colorado by Age Group,80+,Percent of Cases,4.37
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.08
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.15
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.74
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,0.89
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.95
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,6.69
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.35
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,23.32
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,52.93
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,11.04
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.44
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.2
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
COVID-19 in Colorado by Age Group,Note,Percent of cases and deaths by age group compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Age Group,Note,"Population Data: Colorado Department of Local Affairs State Demography Office, 2018 Regional Estimates",NA
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Cases,0.55
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Cases,1.93
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Cases,4.29
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Cases,36.85
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Cases,1.3
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Cases,0.39
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Cases,36.95
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Cases,0.79
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Cases,16.96
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Deaths,0.69
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Deaths,3.2
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Deaths,6.35
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Deaths,23.27
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Deaths,1.43
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Deaths,0.34
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Deaths,62.42
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Deaths,0.44
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Deaths,1.87
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Colorado Population,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Colorado Population,3.12
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Colorado Population,3.92
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Colorado Population,21.69
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Colorado Population,2.65
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Colorado Population,0.12
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Colorado Population,67.76
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Colorado Population,0.19
COVID-19 in Colorado by Race & Ethnicity,Note,Percent of cases and deaths by race and ethnicity compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Race & Ethnicity,Note,"Population Data: U.S. Census Bureau, 2018 American Community Survey 1-Year Estimates",NA
COVID-19 in Colorado by Sex,Female,Percent of Cases,48.8
COVID-19 in Colorado by Sex,Female to Male,Percent of Cases,0.01
COVID-19 in Colorado by Sex,Male,Percent of Cases,46.24
COVID-19 in Colorado by Sex,Male to Female,Percent of Cases,0.01
COVID-19 in Colorado by Sex,Unknown,Percent of Cases,4.94
COVID-19 in Colorado by Sex,Female,Percent of Deaths,44.56
COVID-19 in Colorado by Sex,Male,Percent of Deaths,55.04
COVID-19 in Colorado by Sex,Unknown,Percent of Deaths,0.39
Case Status for Cases & Deaths,Confirmed,Number of Cases,62520
Case Status for Cases & Deaths,Confirmed,Percent of Cases,0.93
Case Status for Cases & Deaths,Confirmed,Number of Deaths,1678
Case Status for Cases & Deaths,Confirmed,Percent of Deaths,0.83
Case Status for Cases & Deaths,Probable,Number of Cases,4697
Case Status for Cases & Deaths,Probable,Percent of Cases,0.07
Case Status for Cases & Deaths,Probable,Number of Deaths,355
Case Status for Cases & Deaths,Probable,Percent of Deaths,0.17
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-07,Three-Day Moving Average Of Cases,2.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-08,Three-Day Moving Average Of Cases,0
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-09,Three-Day Moving Average Of Cases,1.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-10,Three-Day Moving Average Of Cases,3.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-11,Three-Day Moving Average Of Cases,9.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-12,Three-Day Moving Average Of Cases,11.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-13,Three-Day Moving Average Of Cases,18
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-14,Three-Day Moving Average Of Cases,21.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-15,Three-Day Moving Average Of Cases,29.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-16,Three-Day Moving Average Of Cases,32.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-17,Three-Day Moving Average Of Cases,33
