description,attribute,metric,value
State Data,Statewide,Cases,20157
State Data,Statewide,Hospitalizations,3695
State Data,Statewide,Counties,60
State Data,Statewide,People Tested,109304
State Data,Statewide,Deaths,1009
State Data,Statewide,Outbreaks,199
State Data,Statewide,"Rate per 100,000",353.99
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
Colorado Case Counts by County,Adams,Cases,2322
Colorado Case Counts by County,Alamosa,Cases,33
Colorado Case Counts by County,Arapahoe,Cases,3370
Colorado Case Counts by County,Archuleta,Cases,8
Colorado Case Counts by County,Baca,Cases,12
Colorado Case Counts by County,Bent,Cases,1
Colorado Case Counts by County,Boulder,Cases,788
Colorado Case Counts by County,Broomfield,Cases,201
Colorado Case Counts by County,Chaffee,Cases,68
Colorado Case Counts by County,Cheyenne,Cases,5
Colorado Case Counts by County,Clear Creek,Cases,15
Colorado Case Counts by County,Conejos,Cases,1
Colorado Case Counts by County,Costilla,Cases,3
Colorado Case Counts by County,Crowley,Cases,39
Colorado Case Counts by County,Custer,Cases,2
Colorado Case Counts by County,Delta,Cases,55
Colorado Case Counts by County,Denver,Cases,4187
Colorado Case Counts by County,Dolores,Cases,0
Colorado Case Counts by County,Douglas,Cases,607
Colorado Case Counts by County,Eagle,Cases,561
Colorado Case Counts by County,El Paso,Cases,1157
Colorado Case Counts by County,Elbert,Cases,40
Colorado Case Counts by County,Fremont,Cases,23
Colorado Case Counts by County,Garfield,Cases,111
Colorado Case Counts by County,Gilpin,Cases,1
Colorado Case Counts by County,Grand,Cases,5
Colorado Case Counts by County,Gunnison,Cases,174
Colorado Case Counts by County,Hinsdale,Cases,3
Colorado Case Counts by County,Huerfano,Cases,3
Colorado Case Counts by County,Jackson,Cases,0
Colorado Case Counts by County,Jefferson,Cases,1678
Colorado Case Counts by County,Kiowa,Cases,0
Colorado Case Counts by County,Kit Carson,Cases,25
Colorado Case Counts by County,La Plata,Cases,66
Colorado Case Counts by County,Lake,Cases,23
Colorado Case Counts by County,Larimer,Cases,455
Colorado Case Counts by County,Las Animas,Cases,4
Colorado Case Counts by County,Lincoln,Cases,3
Colorado Case Counts by County,Logan,Cases,473
Colorado Case Counts by County,Mesa,Cases,51
Colorado Case Counts by County,Mineral,Cases,2
Colorado Case Counts by County,Moffat,Cases,6
Colorado Case Counts by County,Montezuma,Cases,25
Colorado Case Counts by County,Montrose,Cases,127
Colorado Case Counts by County,Morgan,Cases,521
Colorado Case Counts by County,Otero,Cases,10
Colorado Case Counts by County,Ouray,Cases,6
Colorado Case Counts by County,Park,Cases,16
Colorado Case Counts by County,Phillips,Cases,9
Colorado Case Counts by County,Pitkin,Cases,54
Colorado Case Counts by County,Prowers,Cases,9
Colorado Case Counts by County,Pueblo,Cases,188
Colorado Case Counts by County,Rio Blanco,Cases,1
Colorado Case Counts by County,Rio Grande,Cases,7
Colorado Case Counts by County,Routt,Cases,59
Colorado Case Counts by County,Saguache,Cases,8
Colorado Case Counts by County,San Juan,Cases,1
Colorado Case Counts by County,San Miguel,Cases,22
Colorado Case Counts by County,Sedgwick,Cases,0
Colorado Case Counts by County,Summit,Cases,171
Colorado Case Counts by County,Teller,Cases,31
Colorado Case Counts by County,Unknown Or Pending,Cases,101
Colorado Case Counts by County,Washington,Cases,9
Colorado Case Counts by County,Weld,Cases,2190
Colorado Case Counts by County,Yuma,Cases,11
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,1.71
COVID-19 in Colorado by Age Group,19-Oct,Percent of Cases,3.73
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,14.98
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,17.2
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,17.31
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,16.75
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,12.23
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,7.78
COVID-19 in Colorado by Age Group,80+,Percent of Cases,8.07
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.25
COVID-19 in Colorado by Age Group,19-Oct,Percent of Deaths,0.1
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.59
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,0.69
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.58
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,4.86
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,13.38
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,23.19
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,54.61
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.85
COVID-19 in Colorado by Age Group,19-Oct,Percent of Colorado Population,13.11
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.61
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.56
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,13.04
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.67
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,10.91
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.12
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.13
