description,attribute,metric,value
State Data,Statewide,Cases,97300
State Data,Statewide,Hospitalizations,8658
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,1168725
State Data,Statewide,Test Encounters,1874101
State Data,Statewide,Deaths Among Cases,2226
State Data,Statewide,Deaths Due to COVID-19,2082
State Data,Statewide,Outbreaks,1064
State Data,Statewide,Rate Per 100000,1688.07
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,13724
Colorado Case Counts by County,Alamosa County,Cases,307
Colorado Case Counts by County,Arapahoe County,Cases,12481
Colorado Case Counts by County,Archuleta County,Cases,66
Colorado Case Counts by County,Baca County,Cases,30
Colorado Case Counts by County,Bent County,Cases,15
Colorado Case Counts by County,Boulder County,Cases,5454
Colorado Case Counts by County,Broomfield County,Cases,930
Colorado Case Counts by County,Chaffee County,Cases,393
Colorado Case Counts by County,Cheyenne County,Cases,15
Colorado Case Counts by County,Clear Creek County,Cases,70
Colorado Case Counts by County,Conejos County,Cases,66
Colorado Case Counts by County,Costilla County,Cases,36
Colorado Case Counts by County,Crowley County,Cases,91
Colorado Case Counts by County,Custer County,Cases,20
Colorado Case Counts by County,Delta County,Cases,201
Colorado Case Counts by County,Denver County,Cases,17787
Colorado Case Counts by County,Dolores County,Cases,3
Colorado Case Counts by County,Douglas County,Cases,3868
Colorado Case Counts by County,Eagle County,Cases,1426
Colorado Case Counts by County,El Paso County,Cases,9898
Colorado Case Counts by County,Elbert County,Cases,215
Colorado Case Counts by County,Fremont County,Cases,669
Colorado Case Counts by County,Garfield County,Cases,1153
Colorado Case Counts by County,Gilpin County,Cases,28
Colorado Case Counts by County,Grand County,Cases,149
Colorado Case Counts by County,Gunnison County,Cases,306
Colorado Case Counts by County,Hinsdale County,Cases,3
Colorado Case Counts by County,Huerfano County,Cases,33
Colorado Case Counts by County,International,Cases,23
Colorado Case Counts by County,Jackson County,Cases,9
Colorado Case Counts by County,Jefferson County,Cases,8333
Colorado Case Counts by County,Kiowa County,Cases,4
Colorado Case Counts by County,Kit Carson County,Cases,130
Colorado Case Counts by County,La Plata County,Cases,354
Colorado Case Counts by County,Lake County,Cases,133
Colorado Case Counts by County,Larimer County,Cases,4013
Colorado Case Counts by County,Las Animas County,Cases,70
Colorado Case Counts by County,Lincoln County,Cases,24
Colorado Case Counts by County,Logan County,Cases,1213
Colorado Case Counts by County,Mesa County,Cases,1357
Colorado Case Counts by County,Mineral County,Cases,21
Colorado Case Counts by County,Moffat County,Cases,62
Colorado Case Counts by County,Montezuma County,Cases,200
Colorado Case Counts by County,Montrose County,Cases,463
Colorado Case Counts by County,Morgan County,Cases,854
Colorado Case Counts by County,Otero County,Cases,138
Colorado Case Counts by County,Ouray County,Cases,38
Colorado Case Counts by County,Park County,Cases,92
Colorado Case Counts by County,Phillips County,Cases,48
