description,attribute,metric,value
State Data,Statewide,Cases,26378
State Data,Statewide,Hospitalizations,4347
State Data,Statewide,Counties,60
State Data,Statewide,People Tested,183947
State Data,Statewide,Deaths Among Cases,1445
State Data,Statewide,Deaths Due to COVID-19,1181
State Data,Statewide,Outbreaks,281
State Data,Statewide,Rate Per 100000,463.24
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,Deaths due to COVID-19 (updated through the previous Saturday): https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,3258
Colorado Case Counts by County,Alamosa County,Cases,76
Colorado Case Counts by County,Arapahoe County,Cases,4394
Colorado Case Counts by County,Archuleta County,Cases,8
Colorado Case Counts by County,Baca County,Cases,12
Colorado Case Counts by County,Bent County,Cases,2
Colorado Case Counts by County,Boulder County,Cases,980
Colorado Case Counts by County,Broomfield County,Cases,240
Colorado Case Counts by County,Chaffee County,Cases,72
Colorado Case Counts by County,Cheyenne County,Cases,5
Colorado Case Counts by County,Clear Creek County,Cases,16
Colorado Case Counts by County,Conejos County,Cases,2
Colorado Case Counts by County,Costilla County,Cases,6
Colorado Case Counts by County,Crowley County,Cases,64
Colorado Case Counts by County,Custer County,Cases,2
Colorado Case Counts by County,Delta County,Cases,69
Colorado Case Counts by County,Denver County,Cases,5775
Colorado Case Counts by County,Dolores County,Cases,0
Colorado Case Counts by County,Douglas County,Cases,720
Colorado Case Counts by County,Eagle County,Cases,587
Colorado Case Counts by County,El Paso County,Cases,1732
Colorado Case Counts by County,Elbert County,Cases,53
Colorado Case Counts by County,Fremont County,Cases,26
Colorado Case Counts by County,Garfield County,Cases,139
Colorado Case Counts by County,Gilpin County,Cases,3
Colorado Case Counts by County,Grand County,Cases,14
Colorado Case Counts by County,Gunnison County,Cases,177
Colorado Case Counts by County,Hinsdale County,Cases,3
Colorado Case Counts by County,Huerfano County,Cases,3
Colorado Case Counts by County,International,Cases,14
Colorado Case Counts by County,Jackson County,Cases,0
Colorado Case Counts by County,Jefferson County,Cases,2221
Colorado Case Counts by County,Kiowa County,Cases,0
Colorado Case Counts by County,Kit Carson County,Cases,26
Colorado Case Counts by County,La Plata County,Cases,81
Colorado Case Counts by County,Lake County,Cases,31
Colorado Case Counts by County,Larimer County,Cases,583
Colorado Case Counts by County,Las Animas County,Cases,5
Colorado Case Counts by County,Lincoln County,Cases,3
Colorado Case Counts by County,Logan County,Cases,614
Colorado Case Counts by County,Mesa County,Cases,54
Colorado Case Counts by County,Mineral County,Cases,2
Colorado Case Counts by County,Moffat County,Cases,7
Colorado Case Counts by County,Montezuma County,Cases,45
Colorado Case Counts by County,Montrose County,Cases,172
Colorado Case Counts by County,Morgan County,Cases,629
Colorado Case Counts by County,Otero County,Cases,19
Colorado Case Counts by County,Ouray County,Cases,8
Colorado Case Counts by County,Park County,Cases,23
Colorado Case Counts by County,Phillips County,Cases,13
Colorado Case Counts by County,Pitkin County,Cases,58
Colorado Case Counts by County,Prowers County,Cases,14
Colorado Case Counts by County,Pueblo County,Cases,295
Colorado Case Counts by County,Rio Blanco County,Cases,1
Colorado Case Counts by County,Rio Grande County,Cases,33
Colorado Case Counts by County,Routt County,Cases,62
Colorado Case Counts by County,Saguache County,Cases,81
Colorado Case Counts by County,San Juan County,Cases,1
Colorado Case Counts by County,San Miguel County,Cases,23
Colorado Case Counts by County,Sedgwick County,Cases,0
Colorado Case Counts by County,Summit County,Cases,226
Colorado Case Counts by County,Teller County,Cases,32
Colorado Case Counts by County,Washington County,Cases,41
Colorado Case Counts by County,Weld County,Cases,2488
Colorado Case Counts by County,Yuma County,Cases,35
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,2.22
COVID-19 in Colorado by Age Group,19-Oct,Percent of Cases,4.61
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,16.15
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,17.34
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,17.25
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,15.96
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,11.31
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,7.21
COVID-19 in Colorado by Age Group,80+,Percent of Cases,7.77
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.19
COVID-19 in Colorado by Age Group,19-Oct,Percent of Deaths,0.21
