description,attribute,metric,value
State Data,Statewide,Cases,912
State Data,Statewide,Hospitalizations,84
State Data,Statewide,Counties,35
State Data,Statewide,People Tested,7701
State Data,Statewide,Deaths,11
State Data,Statewide,Outbreaks,7
State Data,Statewide,Rate Per 100000,16.01
Case Counts by County,Alamosa,Rate Per 100000,NA
Case Counts by County,Alamosa,Cases,0
Case Counts by County,Archuleta,Rate Per 100000,NA
Case Counts by County,Archuleta,Cases,0
Case Counts by County,Baca,Rate Per 100000,NA
Case Counts by County,Baca,Cases,0
Case Counts by County,Bent,Rate Per 100000,NA
Case Counts by County,Bent,Cases,0
Case Counts by County,Cheyenne,Rate Per 100000,NA
Case Counts by County,Cheyenne,Cases,0
Case Counts by County,Conejos,Rate Per 100000,NA
Case Counts by County,Conejos,Cases,0
Case Counts by County,Costilla,Rate Per 100000,NA
Case Counts by County,Costilla,Cases,0
Case Counts by County,Custer,Rate Per 100000,NA
Case Counts by County,Custer,Cases,0
Case Counts by County,Dolores,Rate Per 100000,NA
Case Counts by County,Dolores,Cases,0
Case Counts by County,Gilpin,Rate Per 100000,NA
Case Counts by County,Gilpin,Cases,0
Case Counts by County,Jackson,Rate Per 100000,NA
Case Counts by County,Jackson,Cases,0
Case Counts by County,Kiowa,Rate Per 100000,NA
Case Counts by County,Kiowa,Cases,0
Case Counts by County,Kit Carson,Rate Per 100000,NA
Case Counts by County,Kit Carson,Cases,0
Case Counts by County,Lake,Rate Per 100000,NA
Case Counts by County,Lake,Cases,0
Case Counts by County,Las Animas,Rate Per 100000,NA
Case Counts by County,Las Animas,Cases,0
Case Counts by County,Lincoln,Rate Per 100000,NA
Case Counts by County,Lincoln,Cases,0
Case Counts by County,Mineral,Rate Per 100000,NA
Case Counts by County,Mineral,Cases,0
Case Counts by County,Moffat,Rate Per 100000,NA
Case Counts by County,Moffat,Cases,0
Case Counts by County,Montezuma,Rate Per 100000,NA
Case Counts by County,Montezuma,Cases,0
Case Counts by County,Otero,Rate Per 100000,NA
Case Counts by County,Otero,Cases,0
Case Counts by County,Ouray,Rate Per 100000,NA
Case Counts by County,Ouray,Cases,0
Case Counts by County,Phillips,Rate Per 100000,NA
Case Counts by County,Phillips,Cases,0
Case Counts by County,Prowers,Rate Per 100000,NA
Case Counts by County,Prowers,Cases,0
Case Counts by County,Rio Blanco,Rate Per 100000,NA
Case Counts by County,Rio Blanco,Cases,0
Case Counts by County,Rio Grande,Rate Per 100000,NA
Case Counts by County,Rio Grande,Cases,0
Case Counts by County,Saguache,Rate Per 100000,NA
Case Counts by County,Saguache,Cases,0
Case Counts by County,San Juan,Rate Per 100000,NA
Case Counts by County,San Juan,Cases,0
Case Counts by County,Sedgwick,Rate Per 100000,NA
Case Counts by County,Sedgwick,Cases,0
Case Counts by County,Washington,Rate Per 100000,NA
Case Counts by County,Washington,Cases,0
Case Counts by County,Crowley,Rate Per 100000,NA
Case Counts by County,Crowley,Cases,1
Case Counts by County,Delta,Rate Per 100000,NA
Case Counts by County,Delta,Cases,1
Case Counts by County,Fremont,Rate Per 100000,NA
Case Counts by County,Fremont,Cases,1
Case Counts by County,Hinsdale,Rate Per 100000,NA
Case Counts by County,Hinsdale,Cases,1
Case Counts by County,Huerfano,Rate Per 100000,NA
Case Counts by County,Huerfano,Cases,1
Case Counts by County,La Plata,Rate Per 100000,NA
Case Counts by County,La Plata,Cases,1
Case Counts by County,Park,Rate Per 100000,NA
Case Counts by County,Park,Cases,1
Case Counts by County,San Miguel,Rate Per 100000,NA
Case Counts by County,San Miguel,Cases,1
Case Counts by County,Yuma,Rate Per 100000,NA
Case Counts by County,Yuma,Cases,1
Case Counts by County,Grand,Rate Per 100000,NA
Case Counts by County,Grand,Cases,2
Case Counts by County,Logan,Rate Per 100000,NA
Case Counts by County,Logan,Cases,2
Case Counts by County,Chaffee,Rate Per 100000,NA
Case Counts by County,Chaffee,Cases,3
Case Counts by County,Clear Creek,Rate Per 100000,NA
Case Counts by County,Clear Creek,Cases,3
Case Counts by County,Elbert,Rate Per 100000,NA
Case Counts by County,Elbert,Cases,3
Case Counts by County,Montrose,Rate Per 100000,NA
Case Counts by County,Montrose,Cases,3
Case Counts by County,Morgan,Rate Per 100000,NA
Case Counts by County,Morgan,Cases,3
Case Counts by County,Pueblo,Rate Per 100000,NA
Case Counts by County,Pueblo,Cases,3
Case Counts by County,Teller,Rate Per 100000,NA
Case Counts by County,Teller,Cases,3
Case Counts by County,Routt,Rate Per 100000,NA
Case Counts by County,Routt,Cases,4
Case Counts by County,Broomfield,Rate Per 100000,7.232749892
Case Counts by County,Broomfield,Cases,5
Case Counts by County,Mesa,Rate Per 100000,3.254615044
Case Counts by County,Mesa,Cases,5
Case Counts by County,Garfield,Rate Per 100000,16.70732115
Case Counts by County,Garfield,Cases,10
Case Counts by County,Summit,Rate Per 100000,32.28097359
Case Counts by County,Summit,Cases,10
Case Counts by County,*Unknown or pending,Rate Per 100000,NA
Case Counts by County,*Unknown or pending,Cases,18
Case Counts by County,Pitkin,Rate Per 100000,100.4128082
Case Counts by County,Pitkin,Cases,18
Case Counts by County,Adams,Rate Per 100000,5.276322989
Case Counts by County,Adams,Cases,27
Case Counts by County,Gunnison,Rate Per 100000,232.8017693
Case Counts by County,Gunnison,Cases,40
Case Counts by County,Larimer,Rate Per 100000,12.27084903
Case Counts by County,Larimer,Cases,43
Case Counts by County,Boulder,Rate Per 100000,15.05283854
Case Counts by County,Boulder,Cases,49
Case Counts by County,Douglas,Rate Per 100000,15.45473367
Case Counts by County,Douglas,Cases,53
Case Counts by County,Arapahoe,Rate Per 100000,10.59073265
Case Counts by County,Arapahoe,Cases,69
Case Counts by County,Jefferson,Rate Per 100000,12.58887661
Case Counts by County,Jefferson,Cases,73
Case Counts by County,Weld,Rate Per 100000,24.18164232
Case Counts by County,Weld,Cases,76
Case Counts by County,Eagle,Rate Per 100000,174.8793151
Case Counts by County,Eagle,Cases,96
Case Counts by County,El Paso,Rate Per 100000,14.83480189
Case Counts by County,El Paso,Cases,106
Case Counts by County,Denver,Rate Per 100000,24.51724705
Case Counts by County,Denver,Cases,176
Case Counts by Age Group,0-9,Cases,11
Case Counts by Age Group,0-9,Percent,1.21
Case Counts by Age Group,10-19,Cases,23
Case Counts by Age Group,10-19,Percent,2.52
Case Counts by Age Group,20-29,Cases,122
Case Counts by Age Group,20-29,Percent,13.38
Case Counts by Age Group,30-39,Cases,157
Case Counts by Age Group,30-39,Percent,17.21
Case Counts by Age Group,40-49,Cases,175
Case Counts by Age Group,40-49,Percent,19.19
Case Counts by Age Group,50-59,Cases,148
Case Counts by Age Group,50-59,Percent,16.23
Case Counts by Age Group,60-69,Cases,127
Case Counts by Age Group,60-69,Percent,13.93
Case Counts by Age Group,70-79,Cases,97
Case Counts by Age Group,70-79,Percent,10.64
Case Counts by Age Group,80+,Cases,48
Case Counts by Age Group,80+,Percent,5.26
Case Counts by Age Group,Unknown,Cases,4
Case Counts by Age Group,Unknown,Percent,0.44
"Case Counts by Age Group, Hospitalizations, and Deaths","0-9, Not Hospitalized",Cases,11
"Case Counts by Age Group, Hospitalizations, and Deaths","10-19, Not Hospitalized",Cases,23
"Case Counts by Age Group, Hospitalizations, and Deaths","20-29, Not Hospitalized",Cases,122
"Case Counts by Age Group, Hospitalizations, and Deaths","30-39, Hospitalized",Cases,9
"Case Counts by Age Group, Hospitalizations, and Deaths","30-39, Not Hospitalized",Cases,148
"Case Counts by Age Group, Hospitalizations, and Deaths","40-49, Hospitalized",Cases,10
"Case Counts by Age Group, Hospitalizations, and Deaths","40-49, Not Hospitalized",Cases,165
"Case Counts by Age Group, Hospitalizations, and Deaths","50-59, Deaths",Cases,1
"Case Counts by Age Group, Hospitalizations, and Deaths","50-59, Hospitalized",Cases,18
"Case Counts by Age Group, Hospitalizations, and Deaths","50-59, Not Hospitalized",Cases,129
"Case Counts by Age Group, Hospitalizations, and Deaths","60-69, Deaths",Cases,2
"Case Counts by Age Group, Hospitalizations, and Deaths","60-69, Hospitalized",Cases,20
"Case Counts by Age Group, Hospitalizations, and Deaths","60-69, Not Hospitalized",Cases,105
"Case Counts by Age Group, Hospitalizations, and Deaths","70-79, Deaths",Cases,6
