description,attribute,metric,value
State Data,Statewide,Cases,7691
State Data,Statewide,Hospitalizations,1493
State Data,Statewide,Counties,56
State Data,Statewide,People Tested,38742
State Data,Statewide,Deaths,308
State Data,Statewide,Outbreaks,72
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results.,NA
State Data,Note,Outbreaks are investigated at residential and non-hospital heathcare facilities.,NA
Case Counts by County,Adams County,Cases,693
Case Counts by County,Adams County,Rate Per 100000,135.4910229865506
Case Counts by County,Alamosa County,Cases,7
Case Counts by County,Alamosa County,Rate Per 100000,43.252595155709344
Case Counts by County,Arapahoe County,Cases,1142
Case Counts by County,Arapahoe County,Rate Per 100000,175.3303180203334
Case Counts by County,Archuleta County,Cases,6
Case Counts by County,Archuleta County,Rate Per 100000,43.67765887748416
Case Counts by County,Baca County,Cases,10
Case Counts by County,Baca County,Rate Per 100000,281.928390188892
Case Counts by County,Bent County,Cases,0
Case Counts by County,Bent County,Rate Per 100000,NA
Case Counts by County,Boulder County,Cases,284
Case Counts by County,Boulder County,Rate Per 100000,87.25681770698915
Case Counts by County,Broomfield County,Cases,81
Case Counts by County,Broomfield County,Rate Per 100000,116.62563172217183
Case Counts by County,Chaffee County,Cases,28
Case Counts by County,Chaffee County,Rate Per 100000,139.80427401637706
Case Counts by County,Cheyenne County,Cases,0
Case Counts by County,Cheyenne County,Rate Per 100000,NA
Case Counts by County,Clear Creek County,Cases,11
Case Counts by County,Clear Creek County,Rate Per 100000,113.83628272793129
Case Counts by County,Conejos County,Cases,0
Case Counts by County,Conejos County,Rate Per 100000,NA
Case Counts by County,Costilla County,Cases,3
Case Counts by County,Costilla County,Rate Per 100000,NA
Case Counts by County,Crowley County,Cases,2
Case Counts by County,Crowley County,Rate Per 100000,NA
Case Counts by County,Custer County,Cases,2
Case Counts by County,Custer County,Rate Per 100000,NA
Case Counts by County,Delta County,Cases,7
Case Counts by County,Delta County,Rate Per 100000,22.627359710369795
Case Counts by County,Denver County,Cases,1346
Case Counts by County,Denver County,Rate Per 100000,187.51819804206482
Case Counts by County,Dolores County,Cases,0
Case Counts by County,Dolores County,Rate Per 100000,NA
Case Counts by County,Douglas County,Cases,304
Case Counts by County,Douglas County,Rate Per 100000,88.67058295074699
Case Counts by County,Eagle County,Cases,457
Case Counts by County,Eagle County,Rate Per 100000,832.9839782731531
Case Counts by County,El Paso County,Cases,641
Case Counts by County,El Paso County,Rate Per 100000,89.7262718804023
Case Counts by County,Elbert County,Cases,16
Case Counts by County,Elbert County,Rate Per 100000,61.02677549774964
Case Counts by County,Fremont County,Cases,8
Case Counts by County,Fremont County,Rate Per 100000,16.69727834362999
Case Counts by County,Garfield County,Cases,58
Case Counts by County,Garfield County,Rate Per 100000,96.97861454344809
Case Counts by County,Gilpin County,Cases,1
Case Counts by County,Gilpin County,Rate Per 100000,NA
Case Counts by County,Grand County,Cases,4
Case Counts by County,Grand County,Rate Per 100000,NA
Case Counts by County,Grand Total County,Cases,7691
Case Counts by County,Grand Total County,Rate Per 100000,NA
Case Counts by County,Gunnison County,Cases,99
Case Counts by County,Gunnison County,Rate Per 100000,576.4863448436499
Case Counts by County,Hinsdale County,Cases,2
Case Counts by County,Hinsdale County,Rate Per 100000,NA
Case Counts by County,Huerfano County,Cases,1
Case Counts by County,Huerfano County,Rate Per 100000,NA
Case Counts by County,Jackson County,Cases,0
Case Counts by County,Jackson County,Rate Per 100000,NA
Case Counts by County,Jefferson County,Cases,787
Case Counts by County,Jefferson County,Rate Per 100000,135.80883913641455
Case Counts by County,Kiowa County,Cases,0
Case Counts by County,Kiowa County,Rate Per 100000,NA
Case Counts by County,Kit Carson County,Cases,8
Case Counts by County,Kit Carson County,Rate Per 100000,111.77867821713008
Case Counts by County,La Plata County,Cases,44
Case Counts by County,La Plata County,Rate Per 100000,78.01003492722018
Case Counts by County,Lake County,Cases,4
Case Counts by County,Lake County,Rate Per 100000,NA
Case Counts by County,Larimer County,Cases,193
Case Counts by County,Larimer County,Rate Per 100000,55.08588260142367
Case Counts by County,Las Animas County,Cases,2
Case Counts by County,Las Animas County,Rate Per 100000,NA
Case Counts by County,Lincoln County,Cases,2
Case Counts by County,Lincoln County,Rate Per 100000,NA
Case Counts by County,Logan County,Cases,13
