section,category,description,date,metric,value,report_date,ObjectId
Case Summary,Cases,Cases of COVID-19 in Colorado by Week of Illness Onset,12/29/2019,Counts,31,03/02/2021,1
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Week of Illness Onset,12/29/2019,Cumulative,31,03/02/2021,2
Case Summary,Cases,Cases of COVID-19 in Colorado by Date of Illness Onset,01/01/2020,Counts,14,03/02/2021,3
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,01/01/2020,Cumulative,14,03/02/2021,4
Case Summary,Cases,Cases of COVID-19 in Colorado by Date of Illness Onset,01/02/2020,Counts,11,03/02/2021,5
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,01/02/2020,Cumulative,25,03/02/2021,6
Case Summary,Cases,Cases of COVID-19 in Colorado by Date of Illness Onset,01/03/2020,Counts,3,03/02/2021,7
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,01/03/2020,Cumulative,28,03/02/2021,8
Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date of Illness Onset,01/03/2020,3-Day Moving Average of Cases,9.333,03/02/2021,9
Case Summary,Cases,Cases of COVID-19 in Colorado by Date of Illness Onset,01/04/2020,Counts,3,03/02/2021,10
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,01/04/2020,Cumulative,31,03/02/2021,11
Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date of Illness Onset,01/04/2020,3-Day Moving Average of Cases,5.667,03/02/2021,12
Case Summary,Cases,Cases of COVID-19 in Colorado by Date of Illness Onset,01/05/2020,Counts,1,03/02/2021,13
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,01/05/2020,Cumulative,32,03/02/2021,14
Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date of Illness Onset,01/05/2020,3-Day Moving Average of Cases,2.333,03/02/2021,15
Case Summary,Cases,Cases of COVID-19 in Colorado by Week of Illness Onset,01/05/2020,Counts,2,03/02/2021,16
Case Summary,Cases,Cases of COVID-19 in Colorado by Week of Illness Onset,01/05/2020,Percent Change,-0.94,03/02/2021,17
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Week of Illness Onset,01/05/2020,Cumulative,33,03/02/2021,18
Case Summary,Cases,Cases of COVID-19 in Colorado by Date of Illness Onset,01/06/2020,Counts,0,03/02/2021,19
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,01/06/2020,Cumulative,32,03/02/2021,20
Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date of Illness Onset,01/06/2020,3-Day Moving Average of Cases,1.333,03/02/2021,21
Case Summary,Cases,Cases of COVID-19 in Colorado by Date of Illness Onset,01/07/2020,Counts,0,03/02/2021,22
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,01/07/2020,Cumulative,32,03/02/2021,23
Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date of Illness Onset,01/07/2020,3-Day Moving Average of Cases,0.333,03/02/2021,24
Case Summary,Cases,7-Day Average of COVID-19 Cases in Colorado by Date of Illness Onset,01/07/2020,7-Day Moving Average of Cases,4.571,03/02/2021,25
Case Summary,Cases,Cases of COVID-19 in Colorado by Date of Illness Onset,01/08/2020,Counts,1,03/02/2021,26
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,01/08/2020,Cumulative,33,03/02/2021,27
Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date of Illness Onset,01/08/2020,3-Day Moving Average of Cases,0.333,03/02/2021,28
Case Summary,Cases,7-Day Average of COVID-19 Cases in Colorado by Date of Illness Onset,01/08/2020,7-Day Moving Average of Cases,2.714,03/02/2021,29
Case Summary,Cases,Cases of COVID-19 in Colorado by Date of Illness Onset,01/09/2020,Counts,0,03/02/2021,30
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,01/09/2020,Cumulative,33,03/02/2021,31
Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date of Illness Onset,01/09/2020,3-Day Moving Average of Cases,0.333,03/02/2021,32
Case Summary,Cases,7-Day Average of COVID-19 Cases in Colorado by Date of Illness Onset,01/09/2020,7-Day Moving Average of Cases,1.143,03/02/2021,33
Case Summary,Cases,Cases of COVID-19 in Colorado by Date of Illness Onset,01/10/2020,Counts,0,03/02/2021,34
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,01/10/2020,Cumulative,33,03/02/2021,35
Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date of Illness Onset,01/10/2020,3-Day Moving Average of Cases,0.333,03/02/2021,36
Case Summary,Cases,7-Day Average of COVID-19 Cases in Colorado by Date of Illness Onset,01/10/2020,7-Day Moving Average of Cases,0.714,03/02/2021,37
Case Summary,Cases,Cases of COVID-19 in Colorado by Date of Illness Onset,01/11/2020,Counts,0,03/02/2021,38
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,01/11/2020,Cumulative,33,03/02/2021,39
Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date of Illness Onset,01/11/2020,3-Day Moving Average of Cases,0,03/02/2021,40
Case Summary,Cases,7-Day Average of COVID-19 Cases in Colorado by Date of Illness Onset,01/11/2020,7-Day Moving Average of Cases,0.286,03/02/2021,41
Case Summary,Cases,Cases of COVID-19 in Colorado by Date of Illness Onset,01/12/2020,Counts,1,03/02/2021,42
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,01/12/2020,Cumulative,34,03/02/2021,43
Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date of Illness Onset,01/12/2020,3-Day Moving Average of Cases,0.333,03/02/2021,44
Case Summary,Cases,7-Day Average of COVID-19 Cases in Colorado by Date of Illness Onset,01/12/2020,7-Day Moving Average of Cases,0.286,03/02/2021,45
Case Summary,Cases,Cases of COVID-19 in Colorado by Week of Illness Onset,01/12/2020,Counts,31,03/02/2021,46
Case Summary,Cases,Cases of COVID-19 in Colorado by Week of Illness Onset,01/12/2020,Percent Change,14.5,03/02/2021,47
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Week of Illness Onset,01/12/2020,Cumulative,64,03/02/2021,48
Case Summary,Cases,Cases of COVID-19 in Colorado by Date of Illness Onset,01/13/2020,Counts,0,03/02/2021,49
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,01/13/2020,Cumulative,34,03/02/2021,50
Case Summary,Cases,Cases of COVID-19 in Colorado by Week of Illness Onset,02/16/2020,Counts,17,03/02/2021,51
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,01/25/2020,Cumulative,128,03/02/2021,52
Case Summary,Cases,Cases of COVID-19 in Colorado by Week of Illness Onset,02/16/2020,Percent Change,-0.15,03/02/2021,53
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Week of Illness Onset,02/16/2020,Cumulative,205,03/02/2021,54
Case Summary,Cases,Cases of COVID-19 in Colorado by Date of Illness Onset,02/17/2020,Counts,2,03/02/2021,55
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,02/17/2020,Cumulative,192,03/02/2021,56
Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date of Illness Onset,02/17/2020,3-Day Moving Average of Cases,4,03/02/2021,57
Case Summary,Cases,7-Day Average of COVID-19 Cases in Colorado by Date of Illness Onset,02/17/2020,7-Day Moving Average of Cases,2.286,03/02/2021,58
Case Summary,Cases,Cases of COVID-19 in Colorado by Date of Illness Onset,02/18/2020,Counts,1,03/02/2021,59
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,02/18/2020,Cumulative,193,03/02/2021,60
Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date of Illness Onset,02/18/2020,3-Day Moving Average of Cases,1.667,03/02/2021,61
