section,category,description,date,metric,value,report_date,ObjectId
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,11/11/2020,Counts,5641,06/30/2021,1
State Data,Colorado COVID-19 Data,Cumulative counts to date,06/29/2021,Cases,557791,06/30/2021,2
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/06/2020,Counts,1,06/30/2021,3
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,11/12/2020,Counts,6937,06/30/2021,4
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/07/2020,Counts,2,06/30/2021,5
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,11/13/2020,Counts,5381,06/30/2021,6
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,11/14/2020,Counts,4448,06/30/2021,7
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/08/2020,Counts,1,06/30/2021,8
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,11/15/2020,Counts,4113,06/30/2021,9
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/09/2020,Counts,6,06/30/2021,10
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,11/16/2020,Counts,4700,06/30/2021,11
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,11/17/2020,Counts,5271,06/30/2021,12
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/10/2020,Counts,6,06/30/2021,13
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/11/2020,Counts,20,06/30/2021,14
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,11/18/2020,Counts,6400,06/30/2021,15
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,11/19/2020,Counts,6226,06/30/2021,16
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/12/2020,Counts,11,06/30/2021,17
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,11/20/2020,Counts,6246,06/30/2021,18
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/13/2020,Counts,27,06/30/2021,19
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,11/21/2020,Counts,4388,06/30/2021,20
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,11/22/2020,Counts,4480,06/30/2021,21
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/14/2020,Counts,29,06/30/2021,22
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/15/2020,Counts,35,06/30/2021,23
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,11/23/2020,Counts,4013,06/30/2021,24
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,11/24/2020,Counts,4121,06/30/2021,25
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/16/2020,Counts,34,06/30/2021,26
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,11/25/2020,Counts,6353,06/30/2021,27
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/17/2020,Counts,30,06/30/2021,28
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,11/26/2020,Counts,4602,06/30/2021,29
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/18/2020,Counts,69,06/30/2021,30
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,11/27/2020,Counts,4909,06/30/2021,31
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/19/2020,Counts,83,06/30/2021,32
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,11/28/2020,Counts,4100,06/30/2021,33
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/20/2020,Counts,122,06/30/2021,34
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,11/29/2020,Counts,4608,06/30/2021,35
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/31/2020,Counts,2814,06/30/2021,36
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,09/22/2020,Counts,620,06/30/2021,37
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,11/30/2020,Counts,5069,06/30/2021,38
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/01/2020,Counts,4320,06/30/2021,39
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/02/2020,Counts,6426,06/30/2021,40
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/03/2020,Counts,5913,06/30/2021,41
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/04/2020,Counts,4800,06/30/2021,42
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/05/2020,Counts,3658,06/30/2021,43
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/06/2020,Counts,4263,06/30/2021,44
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/07/2020,Counts,4075,06/30/2021,45
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/08/2020,Counts,3732,06/30/2021,46
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/09/2020,Counts,4783,06/30/2021,47
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/10/2020,Counts,4175,06/30/2021,48
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/11/2020,Counts,4020,06/30/2021,49
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/12/2020,Counts,2763,06/30/2021,50
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/13/2020,Counts,3001,06/30/2021,51
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/14/2020,Counts,1993,06/30/2021,52
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/15/2020,Counts,2957,06/30/2021,53
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/16/2020,Counts,3616,06/30/2021,54
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/17/2020,Counts,3259,06/30/2021,55
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/18/2020,Counts,2351,06/30/2021,56
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/19/2020,Counts,2270,06/30/2021,57
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/20/2020,Counts,2019,06/30/2021,58
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/21/2020,Counts,2106,06/30/2021,59
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/22/2020,Counts,2562,06/30/2021,60
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/23/2020,Counts,2534,06/30/2021,61
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/24/2020,Counts,2773,06/30/2021,62
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/25/2020,Counts,1280,06/30/2021,63
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/26/2020,Counts,1417,06/30/2021,64
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/27/2020,Counts,1753,06/30/2021,65
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/28/2020,Counts,1448,06/30/2021,66
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/29/2020,Counts,2094,06/30/2021,67
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,12/30/2020,Counts,2843,06/30/2021,68
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,04/25/2020,Counts,492,06/30/2021,69
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,08/03/2020,Counts,526,06/30/2021,70
State Data,Colorado COVID-19 Data,Cumulative counts to date,06/29/2021,Hospitalized,31680,06/30/2021,71
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,06/14/2020,Counts,131,06/30/2021,72
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/21/2020,Counts,118,06/30/2021,73
State Data,Colorado COVID-19 Data,Cumulative counts to date,06/29/2021,Counties,64,06/30/2021,74
State Data,Colorado COVID-19 Data,Cumulative counts to date,06/29/2021,People Tested,3170367,06/30/2021,75
State Data,Colorado COVID-19 Data,Cumulative counts to date,06/29/2021,Test Encounters,9039822,06/30/2021,76
State Data,Colorado COVID-19 Data,Cumulative counts to date,06/29/2021,Deaths Among Cases,6794,06/30/2021,77
State Data,Colorado COVID-19 Data,Cumulative counts to date,06/29/2021,Deaths Due to COVID-19,7015,06/30/2021,78
State Data,Colorado COVID-19 Data,Cumulative counts to date,06/29/2021,Outbreaks,5496,06/30/2021,79
State Data,Colorado COVID-19 Data,Cumulative counts to date,06/29/2021,Confirmed cases,518670,06/30/2021,80
State Data,Colorado COVID-19 Data,Cumulative counts to date,06/29/2021,Percent of confirmed cases,0.93,06/30/2021,81
State Data,Colorado COVID-19 Data,Cumulative counts to date,06/29/2021,Probable cases,39121,06/30/2021,82
State Data,Colorado COVID-19 Data,Cumulative counts to date,06/29/2021,Percent of probable cases,0.07,06/30/2021,83
State Data,Colorado COVID-19 Data,Cumulative counts to date,06/29/2021,Confirmed deaths among cases,6000,06/30/2021,84
State Data,Colorado COVID-19 Data,Cumulative counts to date,06/29/2021,Percent of confirmed deaths among cases,0.883,06/30/2021,85
State Data,Colorado COVID-19 Data,Cumulative counts to date,06/29/2021,Probable deaths among cases,794,06/30/2021,86
State Data,Colorado COVID-19 Data,Cumulative counts to date,06/29/2021,Percent of probable deaths among cases,0.117,06/30/2021,87
State Metrics,Cases,Cases Reported Today,06/29/2021,Current,326,06/30/2021,88
State Metrics,Cases,Cases Reported Today,06/29/2021,Change,55,06/30/2021,89
State Metrics,Cases,Cases Added with Previous Reported Date,06/29/2021,Current,136,06/30/2021,90
State Metrics,Cases,7-Day Moving Average of Cases Reported,06/29/2021,Current,320,06/30/2021,91
State Metrics,Cases,7-Day Moving Average of Cases Reported,06/29/2021,Change,-4,06/30/2021,92
State Metrics,Cases,2-Week Cumulative Incidence Per 100K People,06/29/2021,Current,75.1,06/30/2021,93
State Metrics,Cases,2-Week Cumulative Incidence Per 100K People,06/29/2021,Change,-0.4,06/30/2021,94
State Metrics,Hospitalizations,New Hospital Admissions,06/29/2021,Current,53,06/30/2021,95
State Metrics,Hospitalizations,New Hospital Admissions,06/29/2021,Change,14,06/30/2021,96
State Metrics,Hospitalizations,7-Day Moving Average of New Hospitalizations,06/29/2021,Current,29,06/30/2021,97
State Metrics,Hospitalizations,7-Day Moving Average of New Hospitalizations,06/29/2021,Change,-1,06/30/2021,98
State Metrics,Hospitalizations,Adult Critical Care Ventilators in Use,06/29/2021,Current,0.33,06/30/2021,99
State Metrics,Hospitalizations,Available Hospital Beds Occupied by Confirmed and Suspected COVID Patients,06/29/2021,Current,0.03,06/30/2021,100
State Metrics,Positivity and COVID Visits,State Positivity Rate,06/29/2021,Current,0.025,06/30/2021,101
State Metrics,Positivity and COVID Visits,State Positivity Rate,06/29/2021,Change,-0.004,06/30/2021,102
State Metrics,Positivity and COVID Visits,State 7-Day Positivity Rate,06/29/2021,Current,0.024,06/30/2021,103
State Metrics,Positivity and COVID Visits,State 7-Day Positivity Rate,06/29/2021,Change,0,06/30/2021,104
State Metrics,Positivity and COVID Visits,Previous Week Emergency Department Syndromic COVID Visits,06/29/2021,Current,0.015,06/30/2021,105
State Metrics,Positivity and COVID Visits,Previous Week Emergency Department Syndromic COVID Visits,06/29/2021,Change,0.002,06/30/2021,106
State Metrics,Positivity and COVID Visits,Previous Week Outpatient Syndromic COVID Visits,06/29/2021,Current,0.031,06/30/2021,107
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,01/01/2021,Counts,1900,06/30/2021,108
State Metrics,Positivity and COVID Visits,Previous Week Outpatient Syndromic COVID Visits,06/29/2021,Change,-0.002,06/30/2021,109
State Metrics,Testing,"Tests per 1,000 People",06/29/2021,Current,2.3,06/30/2021,110
State Metrics,Testing,"Tests per 1,000 People",06/29/2021,Change,1,06/30/2021,111
State Metrics,Testing,"7-Day Average of Tests per 1,000 People",06/29/2021,Current,2.2,06/30/2021,112
State Metrics,Testing,"7-Day Average of Tests per 1,000 People",06/29/2021,Change,0,06/30/2021,113
State Metrics,Testing,New Individual People Tested,06/29/2021,Current,2760,06/30/2021,114
State Metrics,Testing,New Individual People Tested,06/29/2021,Change,411,06/30/2021,115
State Metrics,Testing,New Test Encounters,06/29/2021,Current,13163,06/30/2021,116
State Metrics,Testing,New Test Encounters,06/29/2021,Change,5522,06/30/2021,117
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/01/2020,Counts,1,06/30/2021,118
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/02/2020,Counts,0,06/30/2021,119
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/03/2020,Counts,0,06/30/2021,120
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/04/2020,Counts,0,06/30/2021,121
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/05/2020,Counts,7,06/30/2021,122
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,09/23/2020,Counts,652,06/30/2021,123
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/22/2020,Counts,124,06/30/2021,124
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/23/2020,Counts,196,06/30/2021,125
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/24/2020,Counts,175,06/30/2021,126
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,04/26/2020,Counts,433,06/30/2021,127
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/25/2020,Counts,311,06/30/2021,128
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/26/2020,Counts,296,06/30/2021,129
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,04/27/2020,Counts,493,06/30/2021,130
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/27/2020,Counts,329,06/30/2021,131
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,01/02/2021,Counts,1909,06/30/2021,132
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,04/28/2020,Counts,436,06/30/2021,133
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/28/2020,Counts,243,06/30/2021,134
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,01/03/2021,Counts,2064,06/30/2021,135
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,04/29/2020,Counts,843,06/30/2021,136
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,03/29/2020,Counts,333,06/30/2021,137
Case Summary,Cases,Cases of COVID-19 in Colorado by Date Reported to the State,01/04/2021,Counts,1659,06/30/2021,138
