description,attribute,metric,value
State Data,Statewide,Cases,8280
State Data,Statewide,Hospitalizations,1636
State Data,Statewide,Counties,56
State Data,Statewide,People Tested,40533
State Data,Statewide,Deaths,357
State Data,Statewide,Outbreaks,83
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results.,NA
State Data,Note,Outbreaks are investigated at all facilities.,NA
Case Counts by County,Adams County,Cases,758
Case Counts by County,Adams County,Rate Per 100000,148.19941619596733
Case Counts by County,Alamosa County,Cases,7
Case Counts by County,Alamosa County,Rate Per 100000,43.252595155709344
Case Counts by County,Arapahoe County,Cases,1243
Case Counts by County,Arapahoe County,Rate Per 100000,190.83676471039792
Case Counts by County,Archuleta County,Cases,6
Case Counts by County,Archuleta County,Rate Per 100000,43.67765887748416
Case Counts by County,Baca County,Cases,10
Case Counts by County,Baca County,Rate Per 100000,281.928390188892
Case Counts by County,Bent County,Cases,0
Case Counts by County,Bent County,Rate Per 100000,NA
Case Counts by County,Boulder County,Cases,300
Case Counts by County,Boulder County,Rate Per 100000,92.17269476090402
Case Counts by County,Broomfield County,Cases,92
Case Counts by County,Broomfield County,Rate Per 100000,132.46368047456554
Case Counts by County,Chaffee County,Cases,31
Case Counts by County,Chaffee County,Rate Per 100000,154.7833033752746
Case Counts by County,Cheyenne County,Cases,0
Case Counts by County,Cheyenne County,Rate Per 100000,NA
Case Counts by County,Clear Creek County,Cases,11
Case Counts by County,Clear Creek County,Rate Per 100000,113.83628272793129
Case Counts by County,Conejos County,Cases,0
Case Counts by County,Conejos County,Rate Per 100000,NA
Case Counts by County,Costilla County,Cases,3
Case Counts by County,Costilla County,Rate Per 100000,NA
Case Counts by County,Crowley County,Cases,2
Case Counts by County,Crowley County,Rate Per 100000,NA
Case Counts by County,Custer County,Cases,2
Case Counts by County,Custer County,Rate Per 100000,NA
Case Counts by County,Delta County,Cases,12
Case Counts by County,Delta County,Rate Per 100000,38.78975950349108
Case Counts by County,Denver County,Cases,1468
Case Counts by County,Denver County,Rate Per 100000,204.514646898775
Case Counts by County,Dolores County,Cases,0
Case Counts by County,Dolores County,Rate Per 100000,NA
Case Counts by County,Douglas County,Cases,312
Case Counts by County,Douglas County,Rate Per 100000,91.0040193441877
Case Counts by County,Eagle County,Cases,480
Case Counts by County,Eagle County,Rate Per 100000,874.9065854947779
Case Counts by County,El Paso County,Cases,668
Case Counts by County,El Paso County,Rate Per 100000,93.50569362887478
Case Counts by County,Elbert County,Cases,16
Case Counts by County,Elbert County,Rate Per 100000,61.02677549774964
Case Counts by County,Fremont County,Cases,9
Case Counts by County,Fremont County,Rate Per 100000,18.784438136583738
Case Counts by County,Garfield County,Cases,62
Case Counts by County,Garfield County,Rate Per 100000,103.66679485678932
Case Counts by County,Gilpin County,Cases,1
Case Counts by County,Gilpin County,Rate Per 100000,NA
Case Counts by County,Grand County,Cases,4
Case Counts by County,Grand County,Rate Per 100000,NA
Case Counts by County,Grand Total County,Cases,8280
Case Counts by County,Grand Total County,Rate Per 100000,NA
Case Counts by County,Gunnison County,Cases,104
Case Counts by County,Gunnison County,Rate Per 100000,605.6018168054504
Case Counts by County,Hinsdale County,Cases,3
Case Counts by County,Hinsdale County,Rate Per 100000,NA
Case Counts by County,Huerfano County,Cases,1
Case Counts by County,Huerfano County,Rate Per 100000,NA
Case Counts by County,Jackson County,Cases,0
Case Counts by County,Jackson County,Rate Per 100000,NA
Case Counts by County,Jefferson County,Cases,837
Case Counts by County,Jefferson County,Rate Per 100000,144.43710083504317
Case Counts by County,Kiowa County,Cases,0
Case Counts by County,Kiowa County,Rate Per 100000,NA
Case Counts by County,Kit Carson County,Cases,8
Case Counts by County,Kit Carson County,Rate Per 100000,111.77867821713008
Case Counts by County,La Plata County,Cases,46
Case Counts by County,La Plata County,Rate Per 100000,81.55594560573019
Case Counts by County,Lake County,Cases,5
Case Counts by County,Lake County,Rate Per 100000,64.41638752898739
Case Counts by County,Larimer County,Cases,202
Case Counts by County,Larimer County,Rate Per 100000,57.654654328951196
Case Counts by County,Las Animas County,Cases,2
Case Counts by County,Las Animas County,Rate Per 100000,NA
Case Counts by County,Lincoln County,Cases,2
Case Counts by County,Lincoln County,Rate Per 100000,NA
Case Counts by County,Logan County,Cases,13
Case Counts by County,Logan County,Rate Per 100000,59.48567767914341
Case Counts by County,Mesa County,Cases,34
Case Counts by County,Mesa County,Rate Per 100000,22.1310941873332
Case Counts by County,Mineral County,Cases,2
Case Counts by County,Mineral County,Rate Per 100000,NA
Case Counts by County,Moffat County,Cases,3
Case Counts by County,Moffat County,Rate Per 100000,NA
Case Counts by County,Montezuma County,Cases,12
Case Counts by County,Montezuma County,Rate Per 100000,45.87331320004588
Case Counts by County,Montrose County,Cases,65
Case Counts by County,Montrose County,Rate Per 100000,153.80974917179364
Case Counts by County,Morgan County,Cases,103
Case Counts by County,Morgan County,Rate Per 100000,361.3654703013718
Case Counts by County,Otero County,Cases,5
Case Counts by County,Otero County,Rate Per 100000,27.227183620126333
Case Counts by County,Ouray County,Cases,4
Case Counts by County,Ouray County,Rate Per 100000,NA
Case Counts by County,Park County,Cases,6
Case Counts by County,Park County,Rate Per 100000,32.33281241579997
Case Counts by County,Phillips County,Cases,4
Case Counts by County,Phillips County,Rate Per 100000,NA
Case Counts by County,Pitkin County,Cases,51
Case Counts by County,Pitkin County,Rate Per 100000,285.2508529559819
Case Counts by County,Prowers County,Cases,1
Case Counts by County,Prowers County,Rate Per 100000,NA
Case Counts by County,Pueblo County,Cases,68
Case Counts by County,Pueblo County,Rate Per 100000,40.69029895401996
Case Counts by County,Rio Blanco County,Cases,1
Case Counts by County,Rio Blanco County,Rate Per 100000,NA
Case Counts by County,Rio Grande County,Cases,7
Case Counts by County,Rio Grande County,Rate Per 100000,62.35524674861927
Case Counts by County,Routt County,Cases,41
Case Counts by County,Routt County,Rate Per 100000,159.6386714947631
Case Counts by County,Saguache County,Cases,3
Case Counts by County,Saguache County,Rate Per 100000,NA
Case Counts by County,San Juan County,Cases,0
Case Counts by County,San Juan County,Rate Per 100000,NA
Case Counts by County,San Miguel County,Cases,12
Case Counts by County,San Miguel County,Rate Per 100000,146.75308792955852
Case Counts by County,Sedgwick County,Cases,0
Case Counts by County,Sedgwick County,Rate Per 100000,NA
Case Counts by County,Summit County,Cases,76
Case Counts by County,Summit County,Rate Per 100000,245.3750040357731
Case Counts by County,Teller County,Cases,16
Case Counts by County,Teller County,Rate Per 100000,63.846767757382274
Case Counts by County,Unknown Or Pending County,Cases,111
Case Counts by County,Unknown Or Pending County,Rate Per 100000,NA
Case Counts by County,Washington County,Cases,5
Case Counts by County,Washington County,Rate Per 100000,105.73059843518715
Case Counts by County,Weld County,Cases,928
Case Counts by County,Weld County,Rate Per 100000,295.3053450903895
Case Counts by County,Yuma County,Cases,2
Case Counts by County,Yuma County,Rate Per 100000,NA
Case Counts by County,Note,People who tested positive for COVID-19 in Colorado while visiting are included in the county where they were identified.,NA
Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
Case Counts by County,Note,Rates are not shown for counties with fewer than 5 cases.,NA
Case Counts by County,Note,Caution should be used when interpreting rates in counties with small populations.,NA
Case Counts by County,Note,Some cases may still be under investigation and county not assigned yet.,NA
Case Counts by Age Group,0-9,Cases,83
Case Counts by Age Group,0-9,Percent,1
Case Counts by Age Group,10-19,Cases,164
Case Counts by Age Group,10-19,Percent,1.98
Case Counts by Age Group,20-29,Cases,1138
Case Counts by Age Group,20-29,Percent,13.74
Case Counts by Age Group,30-39,Cases,1346
Case Counts by Age Group,30-39,Percent,16.26
Case Counts by Age Group,40-49,Cases,1345
Case Counts by Age Group,40-49,Percent,16.24
Case Counts by Age Group,50-59,Cases,1509
Case Counts by Age Group,50-59,Percent,18.22
Case Counts by Age Group,60-69,Cases,1199
Case Counts by Age Group,60-69,Percent,14.48
Case Counts by Age Group,70-79,Cases,813
Case Counts by Age Group,70-79,Percent,9.82
Case Counts by Age Group,80+,Cases,650
Case Counts by Age Group,80+,Percent,7.85
Case Counts by Age Group,Unknown,Cases,33
Case Counts by Age Group,Unknown,Percent,0.4
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Cases,0.49
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Cases,2.59
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Cases,7.04
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Cases,29.49
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Cases,1.6
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Cases,0.53
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Cases,57.23
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Cases,1.04
COVID-19 in Colorado by Race & Ethnicity,Note,Cases with an unknown race or ethnicity are excluded from the above calculations.,NA
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Deaths,0.63
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Deaths,2.85
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Deaths,7.28
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Deaths,17.72
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Deaths,0.95
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Deaths,1.27
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Deaths,69.3
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Deaths,0
COVID-19 in Colorado by Race & Ethnicity,Note,Cases with an unknown race or ethnicity are excluded from the above calculations.,NA
COVID-19 in Colorado by Sex,Female,Percent of Cases,52.16
COVID-19 in Colorado by Sex,Male,Percent of Cases,47.33
COVID-19 in Colorado by Sex,Male to Female,Percent of Cases,0.01
COVID-19 in Colorado by Sex,Unknown,Percent of Cases,0.5
COVID-19 in Colorado by Sex,Female,Percent of Deaths,39.5
COVID-19 in Colorado by Sex,Male,Percent of Deaths,59.94
COVID-19 in Colorado by Sex,Unknown,Percent of Deaths,0.56
Case Counts by Reported Date,2020-02-20,Cases,1
Case Counts by Reported Date,2020-03-05,Cases,8
Case Counts by Reported Date,2020-03-09,Cases,5
Case Counts by Reported Date,2020-03-10,Cases,6
Case Counts by Reported Date,2020-03-11,Cases,19
Case Counts by Reported Date,2020-03-12,Cases,10
Case Counts by Reported Date,2020-03-13,Cases,28
Case Counts by Reported Date,2020-03-14,Cases,32
Case Counts by Reported Date,2020-03-15,Cases,34
Case Counts by Reported Date,2020-03-16,Cases,37
Case Counts by Reported Date,2020-03-17,Cases,29
Case Counts by Reported Date,2020-03-18,Cases,67
Case Counts by Reported Date,2020-03-19,Cases,86
Case Counts by Reported Date,2020-03-20,Cases,114
Case Counts by Reported Date,2020-03-21,Cases,115
Case Counts by Reported Date,2020-03-22,Cases,126
Case Counts by Reported Date,2020-03-23,Cases,190
Case Counts by Reported Date,2020-03-24,Cases,175
Case Counts by Reported Date,2020-03-25,Cases,321
Case Counts by Reported Date,2020-03-26,Cases,295
Case Counts by Reported Date,2020-03-27,Cases,328
Case Counts by Reported Date,2020-03-28,Cases,242
Case Counts by Reported Date,2020-03-29,Cases,332
Case Counts by Reported Date,2020-03-30,Cases,326
Case Counts by Reported Date,2020-03-31,Cases,384
Case Counts by Reported Date,2020-04-01,Cases,392
Case Counts by Reported Date,2020-04-02,Cases,448
Case Counts by Reported Date,2020-04-03,Cases,394
Case Counts by Reported Date,2020-04-04,Cases,385
Case Counts by Reported Date,2020-04-05,Cases,221
Case Counts by Reported Date,2020-04-06,Cases,266
Case Counts by Reported Date,2020-04-07,Cases,242
Case Counts by Reported Date,2020-04-08,Cases,544
Case Counts by Reported Date,2020-04-09,Cases,347
Case Counts by Reported Date,2020-04-10,Cases,412
Case Counts by Reported Date,2020-04-11,Cases,415
Case Counts by Reported Date,2020-04-12,Cases,378
Case Counts by Reported Date,2020-04-13,Cases,247
Case Counts by Reported Date,2020-04-14,Cases,279
Case Counts by Reported Date,Note,Data reported daily around 4PM; subsequent days' data may show differences as cases are reported after this time.,NA
Case Counts by Onset Date,2020-02-06,Cases,1
Case Counts by Onset Date,2020-02-13,Cases,1
Case Counts by Onset Date,2020-02-14,Cases,1
Case Counts by Onset Date,2020-02-15,Cases,3
Case Counts by Onset Date,2020-02-17,Cases,2
Case Counts by Onset Date,2020-02-18,Cases,1
Case Counts by Onset Date,2020-02-19,Cases,1
Case Counts by Onset Date,2020-02-20,Cases,4
Case Counts by Onset Date,2020-02-21,Cases,1
Case Counts by Onset Date,2020-02-23,Cases,2
Case Counts by Onset Date,2020-02-24,Cases,4
Case Counts by Onset Date,2020-02-25,Cases,2
Case Counts by Onset Date,2020-02-26,Cases,1
Case Counts by Onset Date,2020-02-27,Cases,6
Case Counts by Onset Date,2020-02-28,Cases,6
Case Counts by Onset Date,2020-02-29,Cases,4
Case Counts by Onset Date,2020-03-01,Cases,22
Case Counts by Onset Date,2020-03-02,Cases,17
Case Counts by Onset Date,2020-03-03,Cases,26
Case Counts by Onset Date,2020-03-04,Cases,28
Case Counts by Onset Date,2020-03-05,Cases,20
Case Counts by Onset Date,2020-03-06,Cases,47
Case Counts by Onset Date,2020-03-07,Cases,38
Case Counts by Onset Date,2020-03-08,Cases,74
Case Counts by Onset Date,2020-03-09,Cases,127
Case Counts by Onset Date,2020-03-10,Cases,122
Case Counts by Onset Date,2020-03-11,Cases,119
Case Counts by Onset Date,2020-03-12,Cases,135
Case Counts by Onset Date,2020-03-13,Cases,184
Case Counts by Onset Date,2020-03-14,Cases,145
Case Counts by Onset Date,2020-03-15,Cases,162
Case Counts by Onset Date,2020-03-16,Cases,224
Case Counts by Onset Date,2020-03-17,Cases,250
Case Counts by Onset Date,2020-03-18,Cases,254
Case Counts by Onset Date,2020-03-19,Cases,210
