description,attribute,metric,value
State Data,Statewide,Cases,2966
State Data,Statewide,Hospitalizations,509
State Data,Statewide,Counties,50
State Data,Statewide,People Tested,16849
State Data,Statewide,Deaths,69
State Data,Statewide,Outbreaks,16
State Data,Statewide,Rate Per 100000,52.09
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,Outbreaks are investigated at residential and non-hospital heathcare facilities.,NA
State Data,Note,"The state rate per 100,000 includes all cases (including cases who have not yet been assigned to a county).",NA
Case Counts by County,Adams County,Cases,181
Case Counts by County,Adams County,Rate Per 100000,35.387987244683494
Case Counts by County,Alamosa County,Cases,1
Case Counts by County,Alamosa County,Rate Per 100000,NA
Case Counts by County,Arapahoe County,Cases,333
Case Counts by County,Arapahoe County,Rate Per 100000,51.12521532466814
Case Counts by County,Archuleta County,Cases,1
Case Counts by County,Archuleta County,Rate Per 100000,NA
Case Counts by County,Baca County,Cases,3
Case Counts by County,Baca County,Rate Per 100000,NA
Case Counts by County,Bent County,Cases,0
Case Counts by County,Bent County,Rate Per 100000,NA
Case Counts by County,Boulder County,Cases,107
Case Counts by County,Boulder County,Rate Per 100000,32.87492779805577
Case Counts by County,Broomfield County,Cases,20
Case Counts by County,Broomfield County,Rate Per 100000,28.796452277079464
Case Counts by County,Chaffee County,Cases,17
Case Counts by County,Chaffee County,Rate Per 100000,84.88116636708608
Case Counts by County,Cheyenne County,Cases,0
Case Counts by County,Cheyenne County,Rate Per 100000,NA
Case Counts by County,Clear Creek County,Cases,4
Case Counts by County,Clear Creek County,Rate Per 100000,NA
Case Counts by County,Conejos County,Cases,0
Case Counts by County,Conejos County,Rate Per 100000,NA
Case Counts by County,Costilla County,Cases,3
Case Counts by County,Costilla County,Rate Per 100000,NA
Case Counts by County,Crowley County,Cases,1
Case Counts by County,Crowley County,Rate Per 100000,NA
Case Counts by County,Custer County,Cases,0
Case Counts by County,Custer County,Rate Per 100000,NA
Case Counts by County,Delta County,Cases,1
Case Counts by County,Delta County,Rate Per 100000,NA
Case Counts by County,Denver County,Cases,539
Case Counts by County,Denver County,Rate Per 100000,75.09086830956385
Case Counts by County,Dolores County,Cases,0
Case Counts by County,Dolores County,Rate Per 100000,NA
Case Counts by County,Douglas County,Cases,141
Case Counts by County,Douglas County,Rate Per 100000,41.126816434392516
Case Counts by County,Eagle County,Cases,227
Case Counts by County,Eagle County,Rate Per 100000,413.75790605690537
Case Counts by County,El Paso County,Cases,286
Case Counts by County,El Paso County,Rate Per 100000,40.03387481715298
Case Counts by County,Elbert County,Cases,5
Case Counts by County,Elbert County,Rate Per 100000,19.070867343046764
Case Counts by County,Fremont County,Cases,2
Case Counts by County,Fremont County,Rate Per 100000,NA
Case Counts by County,Garfield County,Cases,33
Case Counts by County,Garfield County,Rate Per 100000,55.17748758506529
Case Counts by County,Gilpin County,Cases,0
Case Counts by County,Gilpin County,Rate Per 100000,NA
Case Counts by County,Grand County,Cases,4
Case Counts by County,Grand County,Rate Per 100000,NA
Case Counts by County,Grand Total County,Cases,2966
Case Counts by County,Grand Total County,Rate Per 100000,NA
Case Counts by County,Gunnison County,Cases,82
Case Counts by County,Gunnison County,Rate Per 100000,477.49374017352824
Case Counts by County,Hinsdale County,Cases,1
Case Counts by County,Hinsdale County,Rate Per 100000,NA
Case Counts by County,Huerfano County,Cases,1
