description,attribute,metric,value
State Data,Statewide,Cases,10106
State Data,Statewide,Hospitalizations,1880
State Data,Statewide,Counties,56
State Data,Statewide,People Tested,47466
State Data,Statewide,Deaths,449
State Data,Statewide,Outbreaks,113
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results.,NA
State Data,Note,Outbreaks are investigated at all facilities.,NA
Case Counts by County,Adams County,Cases,968
Case Counts by County,Adams County,Rate Per 100000,189.25730194946752
Case Counts by County,Alamosa County,Cases,9
Case Counts by County,Alamosa County,Rate Per 100000,55.61047948591201
Case Counts by County,Arapahoe County,Cases,1602
Case Counts by County,Arapahoe County,Rate Per 100000,245.95373858894405
Case Counts by County,Archuleta County,Cases,7
Case Counts by County,Archuleta County,Rate Per 100000,50.957268690398195
Case Counts by County,Baca County,Cases,10
Case Counts by County,Baca County,Rate Per 100000,281.928390188892
Case Counts by County,Bent County,Cases,0
Case Counts by County,Bent County,Rate Per 100000,NA
Case Counts by County,Boulder County,Cases,360
Case Counts by County,Boulder County,Rate Per 100000,110.60723371308485
Case Counts by County,Broomfield County,Cases,103
Case Counts by County,Broomfield County,Rate Per 100000,148.30172922695922
Case Counts by County,Chaffee County,Cases,38
Case Counts by County,Chaffee County,Rate Per 100000,189.73437187936887
Case Counts by County,Cheyenne County,Cases,0
Case Counts by County,Cheyenne County,Rate Per 100000,NA
Case Counts by County,Clear Creek County,Cases,11
Case Counts by County,Clear Creek County,Rate Per 100000,113.83628272793129
Case Counts by County,Conejos County,Cases,0
Case Counts by County,Conejos County,Rate Per 100000,NA
Case Counts by County,Costilla County,Cases,3
Case Counts by County,Costilla County,Rate Per 100000,NA
Case Counts by County,Crowley County,Cases,2
Case Counts by County,Crowley County,Rate Per 100000,NA
Case Counts by County,Custer County,Cases,2
Case Counts by County,Custer County,Rate Per 100000,NA
Case Counts by County,Delta County,Cases,25
Case Counts by County,Delta County,Rate Per 100000,80.81199896560642
Case Counts by County,Denver County,Cases,1880
Case Counts by County,Denver County,Rate Per 100000,261.9124905788127
Case Counts by County,Dolores County,Cases,0
Case Counts by County,Dolores County,Rate Per 100000,NA
Case Counts by County,Douglas County,Cases,381
Case Counts by County,Douglas County,Rate Per 100000,111.12990823761383
Case Counts by County,Eagle County,Cases,486
Case Counts by County,Eagle County,Rate Per 100000,885.8429178134626
Case Counts by County,El Paso County,Cases,734
Case Counts by County,El Paso County,Rate Per 100000,102.74428012514085
Case Counts by County,Elbert County,Cases,24
Case Counts by County,Elbert County,Rate Per 100000,91.54016324662446
Case Counts by County,Fremont County,Cases,11
Case Counts by County,Fremont County,Rate Per 100000,22.95875772249123
Case Counts by County,Garfield County,Cases,71
Case Counts by County,Garfield County,Rate Per 100000,118.71520056180715
Case Counts by County,Gilpin County,Cases,1
Case Counts by County,Gilpin County,Rate Per 100000,NA
Case Counts by County,Grand County,Cases,4
Case Counts by County,Grand County,Rate Per 100000,NA
Case Counts by County,Grand Total County,Cases,10106
Case Counts by County,Grand Total County,Rate Per 100000,NA
Case Counts by County,Gunnison County,Cases,117
