description,attribute,metric,value
State Data,Statewide,Cases,6893
State Data,Statewide,Hospitalizations,1376
State Data,Statewide,Counties,56
State Data,Statewide,People Tested,34873
State Data,Statewide,Deaths,274
State Data,Statewide,Outbreaks,67
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results.,NA
State Data,Note,Outbreaks are investigated at residential and non-hospital heathcare facilities.,NA
Case Counts by County,Adams County,Cases,593
Case Counts by County,Adams County,Rate Per 100000,115.93964881821718
Case Counts by County,Alamosa County,Cases,7
Case Counts by County,Alamosa County,Rate Per 100000,43.252595155709344
Case Counts by County,Arapahoe County,Cases,998
Case Counts by County,Arapahoe County,Rate Per 100000,153.22211679885527
Case Counts by County,Archuleta County,Cases,6
Case Counts by County,Archuleta County,Rate Per 100000,43.67765887748416
Case Counts by County,Baca County,Cases,10
Case Counts by County,Baca County,Rate Per 100000,281.928390188892
Case Counts by County,Bent County,Cases,0
Case Counts by County,Bent County,Rate Per 100000,NA
Case Counts by County,Boulder County,Cases,246
Case Counts by County,Boulder County,Rate Per 100000,75.58160970394131
Case Counts by County,Broomfield County,Cases,74
Case Counts by County,Broomfield County,Rate Per 100000,106.54687342519402
Case Counts by County,Chaffee County,Cases,28
Case Counts by County,Chaffee County,Rate Per 100000,139.80427401637706
Case Counts by County,Cheyenne County,Cases,0
Case Counts by County,Cheyenne County,Rate Per 100000,NA
Case Counts by County,Clear Creek County,Cases,11
Case Counts by County,Clear Creek County,Rate Per 100000,113.83628272793129
Case Counts by County,Conejos County,Cases,0
Case Counts by County,Conejos County,Rate Per 100000,NA
Case Counts by County,Costilla County,Cases,3
Case Counts by County,Costilla County,Rate Per 100000,NA
Case Counts by County,Crowley County,Cases,2
Case Counts by County,Crowley County,Rate Per 100000,NA
Case Counts by County,Custer County,Cases,2
Case Counts by County,Custer County,Rate Per 100000,NA
Case Counts by County,Delta County,Cases,6
Case Counts by County,Delta County,Rate Per 100000,19.39487975174554
Case Counts by County,Denver County,Cases,1182
Case Counts by County,Denver County,Rate Per 100000,164.67051269370032
Case Counts by County,Dolores County,Cases,0
Case Counts by County,Dolores County,Rate Per 100000,NA
Case Counts by County,Douglas County,Cases,292
Case Counts by County,Douglas County,Rate Per 100000,85.17042836058593
Case Counts by County,Eagle County,Cases,433
Case Counts by County,Eagle County,Rate Per 100000,789.2386489984143
Case Counts by County,El Paso County,Cases,578
Case Counts by County,El Paso County,Rate Per 100000,80.9076211339665
Case Counts by County,Elbert County,Cases,14
Case Counts by County,Elbert County,Rate Per 100000,53.39842856053093
Case Counts by County,Fremont County,Cases,6
Case Counts by County,Fremont County,Rate Per 100000,12.522958757722492
Case Counts by County,Garfield County,Cases,54
Case Counts by County,Garfield County,Rate Per 100000,90.29043423010684
Case Counts by County,Gilpin County,Cases,1
Case Counts by County,Gilpin County,Rate Per 100000,NA
Case Counts by County,Grand County,Cases,4
Case Counts by County,Grand County,Rate Per 100000,NA
Case Counts by County,Grand Total County,Cases,6893
Case Counts by County,Grand Total County,Rate Per 100000,NA
Case Counts by County,Gunnison County,Cases,102
Case Counts by County,Gunnison County,Rate Per 100000,593.9556280207302
Case Counts by County,Hinsdale County,Cases,1
Case Counts by County,Hinsdale County,Rate Per 100000,NA
Case Counts by County,Huerfano County,Cases,1
Case Counts by County,Huerfano County,Rate Per 100000,NA
Case Counts by County,Jackson County,Cases,0
Case Counts by County,Jackson County,Rate Per 100000,NA
Case Counts by County,Jefferson County,Cases,713
Case Counts by County,Jefferson County,Rate Per 100000,123.03901182244418
Case Counts by County,Kiowa County,Cases,0
Case Counts by County,Kiowa County,Rate Per 100000,NA
Case Counts by County,Kit Carson County,Cases,7
Case Counts by County,Kit Carson County,Rate Per 100000,97.80634343998882
Case Counts by County,La Plata County,Cases,43
Case Counts by County,La Plata County,Rate Per 100000,76.23707958796517
Case Counts by County,Lake County,Cases,4
Case Counts by County,Lake County,Rate Per 100000,NA
Case Counts by County,Larimer County,Cases,180
Case Counts by County,Larimer County,Rate Per 100000,51.37543455055058
Case Counts by County,Las Animas County,Cases,2
Case Counts by County,Las Animas County,Rate Per 100000,NA
Case Counts by County,Lincoln County,Cases,1
Case Counts by County,Lincoln County,Rate Per 100000,NA
Case Counts by County,Logan County,Cases,13
Case Counts by County,Logan County,Rate Per 100000,59.48567767914341
Case Counts by County,Mesa County,Cases,34
Case Counts by County,Mesa County,Rate Per 100000,22.1310941873332
Case Counts by County,Mineral County,Cases,2
Case Counts by County,Mineral County,Rate Per 100000,NA
Case Counts by County,Moffat County,Cases,3
Case Counts by County,Moffat County,Rate Per 100000,NA
Case Counts by County,Montezuma County,Cases,11
Case Counts by County,Montezuma County,Rate Per 100000,42.05053710004205
Case Counts by County,Montrose County,Cases,50
Case Counts by County,Montrose County,Rate Per 100000,118.3151916706105
Case Counts by County,Morgan County,Cases,56
Case Counts by County,Morgan County,Rate Per 100000,196.47054695996914
Case Counts by County,Otero County,Cases,5
Case Counts by County,Otero County,Rate Per 100000,27.227183620126333
Case Counts by County,Ouray County,Cases,4
Case Counts by County,Ouray County,Rate Per 100000,NA
Case Counts by County,Park County,Cases,6
Case Counts by County,Park County,Rate Per 100000,32.33281241579997
Case Counts by County,Phillips County,Cases,4
Case Counts by County,Phillips County,Rate Per 100000,NA
Case Counts by County,Pitkin County,Cases,49
Case Counts by County,Pitkin County,Rate Per 100000,274.06454499692376
Case Counts by County,Prowers County,Cases,1
Case Counts by County,Prowers County,Rate Per 100000,NA
Case Counts by County,Pueblo County,Cases,53
Case Counts by County,Pueblo County,Rate Per 100000,31.71449771416262
Case Counts by County,Rio Blanco County,Cases,1
Case Counts by County,Rio Blanco County,Rate Per 100000,NA
Case Counts by County,Rio Grande County,Cases,5
Case Counts by County,Rio Grande County,Rate Per 100000,44.53946196329948
Case Counts by County,Routt County,Cases,35
Case Counts by County,Routt County,Rate Per 100000,136.2769146906514
Case Counts by County,Saguache County,Cases,3
Case Counts by County,Saguache County,Rate Per 100000,NA
Case Counts by County,San Juan County,Cases,0
Case Counts by County,San Juan County,Rate Per 100000,NA
Case Counts by County,San Miguel County,Cases,12
Case Counts by County,San Miguel County,Rate Per 100000,146.75308792955852
Case Counts by County,Sedgwick County,Cases,0
Case Counts by County,Sedgwick County,Rate Per 100000,NA
Case Counts by County,Summit County,Cases,68
