description,attribute,metric,value
State Data,Statewide,Cases,720
State Data,Statewide,Hospitalizations,72
State Data,Statewide,Counties,31
State Data,Statewide,People Tested,6224
State Data,Statewide,Deaths,7
State Data,Statewide,Outbreaks,5
State Data,Statewide,Rate Per 100000,12.64
Case Counts by County,Alamosa,Rate Per 100000,NA
Case Counts by County,Alamosa,Cases,0
Case Counts by County,Archuleta,Rate Per 100000,NA
Case Counts by County,Archuleta,Cases,0
Case Counts by County,Baca,Rate Per 100000,NA
Case Counts by County,Baca,Cases,0
Case Counts by County,Bent,Rate Per 100000,NA
Case Counts by County,Bent,Cases,0
Case Counts by County,Cheyenne,Rate Per 100000,NA
Case Counts by County,Cheyenne,Cases,0
Case Counts by County,Conejos,Rate Per 100000,NA
Case Counts by County,Conejos,Cases,0
Case Counts by County,Costilla,Rate Per 100000,NA
Case Counts by County,Costilla,Cases,0
Case Counts by County,Custer,Rate Per 100000,NA
Case Counts by County,Custer,Cases,0
Case Counts by County,Delta,Rate Per 100000,NA
Case Counts by County,Delta,Cases,0
Case Counts by County,Dolores,Rate Per 100000,NA
Case Counts by County,Dolores,Cases,0
Case Counts by County,Fremont,Rate Per 100000,NA
Case Counts by County,Fremont,Cases,0
Case Counts by County,Gilpin,Rate Per 100000,NA
Case Counts by County,Gilpin,Cases,0
Case Counts by County,Huerfano,Rate Per 100000,NA
Case Counts by County,Huerfano,Cases,0
Case Counts by County,Jackson,Rate Per 100000,NA
Case Counts by County,Jackson,Cases,0
Case Counts by County,Kiowa,Rate Per 100000,NA
Case Counts by County,Kiowa,Cases,0
Case Counts by County,Kit Carson,Rate Per 100000,NA
Case Counts by County,Kit Carson,Cases,0
Case Counts by County,La Plata,Rate Per 100000,NA
Case Counts by County,La Plata,Cases,0
Case Counts by County,Lake,Rate Per 100000,NA
Case Counts by County,Lake,Cases,0
Case Counts by County,Las Animas,Rate Per 100000,NA
Case Counts by County,Las Animas,Cases,0
Case Counts by County,Lincoln,Rate Per 100000,NA
Case Counts by County,Lincoln,Cases,0
Case Counts by County,Mineral,Rate Per 100000,NA
Case Counts by County,Mineral,Cases,0
Case Counts by County,Moffat,Rate Per 100000,NA
Case Counts by County,Moffat,Cases,0
Case Counts by County,Montezuma,Rate Per 100000,NA
Case Counts by County,Montezuma,Cases,0
Case Counts by County,Otero,Rate Per 100000,NA
Case Counts by County,Otero,Cases,0
Case Counts by County,Ouray,Rate Per 100000,NA
Case Counts by County,Ouray,Cases,0
Case Counts by County,Phillips,Rate Per 100000,NA
Case Counts by County,Phillips,Cases,0
Case Counts by County,Prowers,Rate Per 100000,NA
Case Counts by County,Prowers,Cases,0
Case Counts by County,Rio Blanco,Rate Per 100000,NA
Case Counts by County,Rio Blanco,Cases,0
Case Counts by County,Rio Grande,Rate Per 100000,NA
Case Counts by County,Rio Grande,Cases,0
Case Counts by County,Saguache,Rate Per 100000,NA
Case Counts by County,Saguache,Cases,0
Case Counts by County,San Juan,Rate Per 100000,NA
Case Counts by County,San Juan,Cases,0
Case Counts by County,Sedgwick,Rate Per 100000,NA
Case Counts by County,Sedgwick,Cases,0
Case Counts by County,Washington,Rate Per 100000,NA
Case Counts by County,Washington,Cases,0
Case Counts by County,Crowley,Rate Per 100000,NA
Case Counts by County,Crowley,Cases,1
Case Counts by County,Hinsdale,Rate Per 100000,NA
Case Counts by County,Hinsdale,Cases,1
Case Counts by County,Montrose,Rate Per 100000,NA
Case Counts by County,Montrose,Cases,1
Case Counts by County,Park,Rate Per 100000,NA
Case Counts by County,Park,Cases,1
Case Counts by County,San Miguel,Rate Per 100000,NA
Case Counts by County,San Miguel,Cases,1
Case Counts by County,Yuma,Rate Per 100000,NA
Case Counts by County,Yuma,Cases,1
Case Counts by County,Broomfield,Rate Per 100000,NA
Case Counts by County,Broomfield,Cases,2
Case Counts by County,Grand,Rate Per 100000,NA
Case Counts by County,Grand,Cases,2
Case Counts by County,Logan,Rate Per 100000,NA
Case Counts by County,Logan,Cases,2
Case Counts by County,Mesa,Rate Per 100000,NA
Case Counts by County,Mesa,Cases,2
Case Counts by County,Chaffee,Rate Per 100000,NA
Case Counts by County,Chaffee,Cases,3
Case Counts by County,Clear Creek,Rate Per 100000,NA
Case Counts by County,Clear Creek,Cases,3
Case Counts by County,Elbert,Rate Per 100000,NA
Case Counts by County,Elbert,Cases,3
Case Counts by County,Morgan,Rate Per 100000,NA
Case Counts by County,Morgan,Cases,3
Case Counts by County,Pueblo,Rate Per 100000,NA
Case Counts by County,Pueblo,Cases,3
Case Counts by County,Routt,Rate Per 100000,NA
Case Counts by County,Routt,Cases,3
Case Counts by County,Teller,Rate Per 100000,NA
Case Counts by County,Teller,Cases,3
