description,attribute,metric,value
State Data,Statewide,Cases,2307
State Data,Statewide,Hospitalizations,326
State Data,Statewide,Counties,46
State Data,Statewide,People Tested,14470
State Data,Statewide,Deaths,47
State Data,Statewide,Outbreaks,10
State Data,Statewide,Rate Per 100000,40.51
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,Outbreaks are investigated at residential and non-hospital heathcare facilities.,NA
State Data,Note,"The state rate per 100,000 includes all cases (including cases who have not yet been assigned to a county).",NA
Case Counts by County,Adams County,Cases,110
Case Counts by County,Adams County,Rate Per 100000,21.506511585166763
Case Counts by County,Alamosa County,Cases,1
Case Counts by County,Alamosa County,Rate Per 100000,NA
Case Counts by County,Arapahoe County,Cases,241
Case Counts by County,Arapahoe County,Rate Per 100000,37.000531210946015
Case Counts by County,Archuleta County,Cases,0
Case Counts by County,Archuleta County,Rate Per 100000,NA
Case Counts by County,Baca County,Cases,1
Case Counts by County,Baca County,Rate Per 100000,NA
Case Counts by County,Bent County,Cases,0
Case Counts by County,Bent County,Rate Per 100000,NA
Case Counts by County,Boulder County,Cases,90
Case Counts by County,Boulder County,Rate Per 100000,27.651808428271213
Case Counts by County,Broomfield County,Cases,17
Case Counts by County,Broomfield County,Rate Per 100000,24.476984435517544
Case Counts by County,Chaffee County,Cases,15
Case Counts by County,Chaffee County,Rate Per 100000,74.89514679448772
Case Counts by County,Cheyenne County,Cases,0
Case Counts by County,Cheyenne County,Rate Per 100000,NA
Case Counts by County,Clear Creek County,Cases,3
Case Counts by County,Clear Creek County,Rate Per 100000,NA
Case Counts by County,Conejos County,Cases,0
Case Counts by County,Conejos County,Rate Per 100000,NA
Case Counts by County,Costilla County,Cases,1
Case Counts by County,Costilla County,Rate Per 100000,NA
Case Counts by County,Crowley County,Cases,1
Case Counts by County,Crowley County,Rate Per 100000,NA
Case Counts by County,Custer County,Cases,0
Case Counts by County,Custer County,Rate Per 100000,NA
Case Counts by County,Delta County,Cases,1
Case Counts by County,Delta County,Rate Per 100000,NA
Case Counts by County,Denver County,Cases,408
Case Counts by County,Denver County,Rate Per 100000,56.84058306178488
Case Counts by County,Dolores County,Cases,0
Case Counts by County,Dolores County,Rate Per 100000,NA
Case Counts by County,Douglas County,Cases,102
Case Counts by County,Douglas County,Rate Per 100000,29.751314016369054
Case Counts by County,Eagle County,Cases,187
Case Counts by County,Eagle County,Rate Per 100000,340.8490239323405
Case Counts by County,El Paso County,Cases,214
Case Counts by County,El Paso County,Rate Per 100000,29.95541682122635
Case Counts by County,Elbert County,Cases,3
Case Counts by County,Elbert County,Rate Per 100000,NA
Case Counts by County,Fremont County,Cases,1
Case Counts by County,Fremont County,Rate Per 100000,NA
Case Counts by County,Garfield County,Cases,25
Case Counts by County,Garfield County,Rate Per 100000,41.8011269583828
Case Counts by County,Gilpin County,Cases,0
Case Counts by County,Gilpin County,Rate Per 100000,NA
Case Counts by County,Grand County,Cases,2
Case Counts by County,Grand County,Rate Per 100000,NA
Case Counts by County,Grand Total County,Cases,2307
Case Counts by County,Grand Total County,Rate Per 100000,NA
Case Counts by County,Gunnison County,Cases,79
Case Counts by County,Gunnison County,Rate Per 100000,460.0244569964479
Case Counts by County,Hinsdale County,Cases,1
Case Counts by County,Hinsdale County,Rate Per 100000,NA
Case Counts by County,Huerfano County,Cases,1
Case Counts by County,Huerfano County,Rate Per 100000,NA
Case Counts by County,Jackson County,Cases,0
Case Counts by County,Jackson County,Rate Per 100000,NA
Case Counts by County,Jefferson County,Cases,213
Case Counts by County,Jefferson County,Rate Per 100000,36.75639483615794
Case Counts by County,Kiowa County,Cases,0
Case Counts by County,Kiowa County,Rate Per 100000,NA
Case Counts by County,Kit Carson County,Cases,1
Case Counts by County,Kit Carson County,Rate Per 100000,NA
Case Counts by County,La Plata County,Cases,21
Case Counts by County,La Plata County,Rate Per 100000,37.23206212435509
Case Counts by County,Lake County,Cases,0
Case Counts by County,Lake County,Rate Per 100000,NA
Case Counts by County,Larimer County,Cases,84
Case Counts by County,Larimer County,Rate Per 100000,23.975202790256933
Case Counts by County,Las Animas County,Cases,0
Case Counts by County,Las Animas County,Rate Per 100000,NA
Case Counts by County,Lincoln County,Cases,1
Case Counts by County,Lincoln County,Rate Per 100000,NA
Case Counts by County,Logan County,Cases,5
Case Counts by County,Logan County,Rate Per 100000,22.87910679967054
Case Counts by County,Mesa County,Cases,11
Case Counts by County,Mesa County,Rate Per 100000,7.160059884137213
Case Counts by County,Mineral County,Cases,1
Case Counts by County,Mineral County,Rate Per 100000,NA
Case Counts by County,Moffat County,Cases,2
Case Counts by County,Moffat County,Rate Per 100000,NA
Case Counts by County,Montezuma County,Cases,1
Case Counts by County,Montezuma County,Rate Per 100000,NA
Case Counts by County,Montrose County,Cases,8
Case Counts by County,Montrose County,Rate Per 100000,18.93043066729768
Case Counts by County,Morgan County,Cases,5
Case Counts by County,Morgan County,Rate Per 100000,17.542013121425814
Case Counts by County,Otero County,Cases,3
Case Counts by County,Otero County,Rate Per 100000,NA
Case Counts by County,Ouray County,Cases,0
Case Counts by County,Ouray County,Rate Per 100000,NA
Case Counts by County,Park County,Cases,3
Case Counts by County,Park County,Rate Per 100000,NA
Case Counts by County,Phillips County,Cases,0
Case Counts by County,Phillips County,Rate Per 100000,NA
Case Counts by County,Pitkin County,Cases,27
Case Counts by County,Pitkin County,Rate Per 100000,151.01515744728454
Case Counts by County,Prowers County,Cases,0
Case Counts by County,Prowers County,Rate Per 100000,NA
Case Counts by County,Pueblo County,Cases,10
Case Counts by County,Pueblo County,Rate Per 100000,5.98386749323823
Case Counts by County,Rio Blanco County,Cases,0
Case Counts by County,Rio Blanco County,Rate Per 100000,NA
Case Counts by County,Rio Grande County,Cases,3
Case Counts by County,Rio Grande County,Rate Per 100000,NA
Case Counts by County,Routt County,Cases,16
Case Counts by County,Routt County,Rate Per 100000,62.29801814429778
Case Counts by County,Saguache County,Cases,0
Case Counts by County,Saguache County,Rate Per 100000,NA
Case Counts by County,San Juan County,Cases,0
Case Counts by County,San Juan County,Rate Per 100000,NA
Case Counts by County,San Miguel County,Cases,1
Case Counts by County,San Miguel County,Rate Per 100000,NA
Case Counts by County,Sedgwick County,Cases,0
Case Counts by County,Sedgwick County,Rate Per 100000,NA
Case Counts by County,Summit County,Cases,11
Case Counts by County,Summit County,Rate Per 100000,35.514803215704
Case Counts by County,Teller County,Cases,7
Case Counts by County,Teller County,Rate Per 100000,27.932960893854748
Case Counts by County,Unknown Or Pending County,Cases,186
Case Counts by County,Unknown Or Pending County,Rate Per 100000,NA
Case Counts by County,Washington County,Cases,1
Case Counts by County,Washington County,Rate Per 100000,NA
Case Counts by County,Weld County,Cases,180
Case Counts by County,Weld County,Rate Per 100000,57.27905400460142
Case Counts by County,Yuma County,Cases,2
Case Counts by County,Yuma County,Rate Per 100000,NA
Case Counts by County,Note,Cases include people who had a positive lab test positive and cases that public health identified and determined were likely to have COVID-19 because of their symptoms and close contact with someone who tested positive. The number of untested cases included in the total case count is a very small portion of the total cases reported.,NA
Case Counts by County,Note,People who tested positive for COVID-19 in Colorado while visiting are included in the county where they were identified.,NA
Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
Case Counts by County,Note,Rates are not shown for counties with fewer than 5 cases.,NA
Case Counts by County,Note,Caution should be used when interpreting rates in counties with small populations.,NA
Case Counts by County,Note,Some cases may still be under investigation and county not assigned yet.,NA
Case Counts by Age Group,0-9,Cases,23
Case Counts by Age Group,0-9,Percent,1
Case Counts by Age Group,10-19,Cases,49
Case Counts by Age Group,10-19,Percent,2.12
Case Counts by Age Group,20-29,Cases,343
Case Counts by Age Group,20-29,Percent,14.87
Case Counts by Age Group,30-39,Cases,390
Case Counts by Age Group,30-39,Percent,16.91
Case Counts by Age Group,40-49,Cases,356
Case Counts by Age Group,40-49,Percent,15.43
Case Counts by Age Group,50-59,Cases,407
Case Counts by Age Group,50-59,Percent,17.64
Case Counts by Age Group,60-69,Cases,332
Case Counts by Age Group,60-69,Percent,14.39
Case Counts by Age Group,70-79,Cases,245
Case Counts by Age Group,70-79,Percent,10.62
Case Counts by Age Group,80+,Cases,152
Case Counts by Age Group,80+,Percent,6.59
Case Counts by Age Group,Unknown,Cases,10
Case Counts by Age Group,Unknown,Percent,0.43
Case Counts by Sex,Female,Cases,1201
