description,attribute,metric,value
State Data,Statewide,Cases,1734
State Data,Statewide,Hospitalizations,239
State Data,Statewide,Counties,42
State Data,Statewide,People Tested,11676
State Data,Statewide,Deaths,31
State Data,Statewide,Outbreaks,9
State Data,Statewide,Rate Per 100000,30.45
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,Outbreaks are investigated at residential and non-hospital heathcare facilities.,NA
State Data,Note,"The state rate per 100,000 includes all cases (including cases who have not yet been assigned to a county).",NA
Case Counts by County,Adams County,Cases,71
Case Counts by County,Adams County,Rate Per 100000,13.88147565951673
Case Counts by County,Alamosa County,Cases,1
Case Counts by County,Alamosa County,Rate Per 100000,NA
Case Counts by County,Arapahoe County,Cases,155
Case Counts by County,Arapahoe County,Rate Per 100000,23.797022148118806
Case Counts by County,Archuleta County,Cases,0
Case Counts by County,Archuleta County,Rate Per 100000,NA
Case Counts by County,Baca County,Cases,0
Case Counts by County,Baca County,Rate Per 100000,NA
Case Counts by County,Bent County,Cases,0
Case Counts by County,Bent County,Rate Per 100000,NA
Case Counts by County,Boulder County,Cases,76
Case Counts by County,Boulder County,Rate Per 100000,23.35041600609569
Case Counts by County,Broomfield County,Cases,13
Case Counts by County,Broomfield County,Rate Per 100000,18.717693980101654
Case Counts by County,Chaffee County,Cases,5
Case Counts by County,Chaffee County,Rate Per 100000,24.965048931495907
Case Counts by County,Cheyenne County,Cases,0
Case Counts by County,Cheyenne County,Rate Per 100000,NA
Case Counts by County,Clear Creek County,Cases,3
Case Counts by County,Clear Creek County,Rate Per 100000,NA
Case Counts by County,Conejos County,Cases,0
Case Counts by County,Conejos County,Rate Per 100000,NA
Case Counts by County,Costilla County,Cases,1
Case Counts by County,Costilla County,Rate Per 100000,NA
Case Counts by County,Crowley County,Cases,1
Case Counts by County,Crowley County,Rate Per 100000,NA
Case Counts by County,Custer County,Cases,0
Case Counts by County,Custer County,Rate Per 100000,NA
Case Counts by County,Delta County,Cases,2
Case Counts by County,Delta County,Rate Per 100000,NA
Case Counts by County,Denver County,Cases,312
Case Counts by County,Denver County,Rate Per 100000,43.466328223717845
Case Counts by County,Dolores County,Cases,0
Case Counts by County,Dolores County,Rate Per 100000,NA
Case Counts by County,Douglas County,Cases,79
Case Counts by County,Douglas County,Rate Per 100000,23.042684385227016
Case Counts by County,Eagle County,Cases,170
Case Counts by County,Eagle County,Rate Per 100000,309.8627490294005
Case Counts by County,El Paso County,Cases,160
Case Counts by County,El Paso County,Rate Per 100000,22.396573324281384
Case Counts by County,Elbert County,Cases,3
Case Counts by County,Elbert County,Rate Per 100000,NA
Case Counts by County,Fremont County,Cases,1
Case Counts by County,Fremont County,Rate Per 100000,NA
Case Counts by County,Garfield County,Cases,16
Case Counts by County,Garfield County,Rate Per 100000,26.75272125336499
Case Counts by County,Gilpin County,Cases,0
Case Counts by County,Gilpin County,Rate Per 100000,NA
Case Counts by County,Grand County,Cases,2
Case Counts by County,Grand County,Rate Per 100000,NA
Case Counts by County,Grand Total County,Cases,1734
Case Counts by County,Grand Total County,Rate Per 100000,NA
Case Counts by County,Gunnison County,Cases,66
Case Counts by County,Gunnison County,Rate Per 100000,384.3242298957666
Case Counts by County,Hinsdale County,Cases,1
