Name,Pop,Desc_,Attr_Date,Metric,Value,Rep_Date,ObjectId
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/22/2020,3-Day Average Percent Positivity,0.127,05/17/2021,1
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/08/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,0,05/17/2021,2
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/23/2020,Percent Positivity,0.106,05/17/2021,3
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/06/2020,People Tested at CDPHE State Lab,155,05/17/2021,4
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/08/2020,7-Day Average Percent Positivity,0.06,05/17/2021,5
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/08/2020,3-Day Average Percent Positivity,0.071,05/17/2021,6
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/15/2020,7-Day Average Percent Positivity,0.097,05/17/2021,7
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/23/2020,People Tested at CDPHE State Lab,1030,05/17/2021,8
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/06/2020,People Tested at Non-CDPHE (Commerical) Labs,1493,05/17/2021,9
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/09/2020,Percent Positivity,0,05/17/2021,10
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/23/2020,People Tested at Non-CDPHE (Commerical) Labs,445,05/17/2021,11
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/15/2020,3-Day Average Percent Positivity,0.105,05/17/2021,12
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/30/2020,Percent Positivity,0.169,05/17/2021,13
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/06/2020,Cumulative People Tested at CDPHE State Lab,11452,05/17/2021,14
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/09/2020,People Tested at CDPHE State Lab,15,05/17/2021,15
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/23/2020,Cumulative People Tested at CDPHE State Lab,5803,05/17/2021,16
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/06/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,20867,05/17/2021,17
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/16/2020,Percent Positivity,0.091,05/17/2021,18
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/30/2020,People Tested at CDPHE State Lab,513,05/17/2021,19
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/09/2020,People Tested at Non-CDPHE (Commerical) Labs,1,05/17/2021,20
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/23/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,2892,05/17/2021,21
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/06/2020,7-Day Average Percent Positivity,0.211,05/17/2021,22
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/16/2020,People Tested at CDPHE State Lab,361,05/17/2021,23
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/30/2020,People Tested at Non-CDPHE (Commerical) Labs,1069,05/17/2021,24
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/09/2020,Cumulative People Tested at CDPHE State Lab,139,05/17/2021,25
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/23/2020,7-Day Average Percent Positivity,0.115,05/17/2021,26
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/16/2020,People Tested at Non-CDPHE (Commerical) Labs,134,05/17/2021,27
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/30/2020,Cumulative People Tested at CDPHE State Lab,9313,05/17/2021,28
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/06/2020,3-Day Average Percent Positivity,0.213,05/17/2021,29
