Name,Pop,Desc_,Attr_Date,Metric,Value,Rep_Date,ObjectId
Colorado,5694287,Positivity Data from Clinical Laboratories,03/20/2020,Percent Positivity,12.7,06/26/2020,1
Colorado,5694287,Positivity Data from Clinical Laboratories,03/20/2020,Three-day Moving Average of Percent Positivity,10.7,06/26/2020,2
Colorado,5694287,Positivity Data from Clinical Laboratories,03/20/2020,Total Tests per 100k People,14.6,06/26/2020,3
Colorado,5694287,Positivity Data from Clinical Laboratories,03/21/2020,Count of people tested by CDPHE lab,883,06/26/2020,4
Colorado,5694287,Positivity Data from Clinical Laboratories,03/21/2020,Count of people tested by non-CDPHE (commercial) lab,539,06/26/2020,5
Colorado,5694287,Positivity Data from Clinical Laboratories,03/21/2020,Percent Positivity,7.5,06/26/2020,6
Colorado,5694287,Positivity Data from Clinical Laboratories,03/21/2020,Three-day Moving Average of Percent Positivity,9.6,06/26/2020,7
Colorado,5694287,Positivity Data from Clinical Laboratories,03/21/2020,Total Tests per 100k People,25,06/26/2020,8
Colorado,5694287,Positivity Data from Clinical Laboratories,03/22/2020,Count of people tested by CDPHE lab,365,06/26/2020,9
Colorado,5694287,Positivity Data from Clinical Laboratories,03/22/2020,Count of people tested by non-CDPHE (commercial) lab,559,06/26/2020,10
Colorado,5694287,Positivity Data from Clinical Laboratories,03/22/2020,Percent Positivity,12.2,06/26/2020,11
Colorado,5694287,Positivity Data from Clinical Laboratories,03/22/2020,Three-day Moving Average of Percent Positivity,10.8,06/26/2020,12
Colorado,5694287,Positivity Data from Clinical Laboratories,03/22/2020,Total Tests per 100k People,16.2,06/26/2020,13
Colorado,5694287,Positivity Data from Clinical Laboratories,03/23/2020,Count of people tested by CDPHE lab,798,06/26/2020,14
Colorado,5694287,Positivity Data from Clinical Laboratories,03/23/2020,Count of people tested by non-CDPHE (commercial) lab,433,06/26/2020,15
Colorado,5694287,Positivity Data from Clinical Laboratories,03/23/2020,Percent Positivity,13.6,06/26/2020,16
Colorado,5694287,Positivity Data from Clinical Laboratories,03/23/2020,Three-day Moving Average of Percent Positivity,11.1,06/26/2020,17
Colorado,5694287,Positivity Data from Clinical Laboratories,03/23/2020,Total Tests per 100k People,21.6,06/26/2020,18
Colorado,5694287,Positivity Data from Clinical Laboratories,03/24/2020,Count of people tested by CDPHE lab,648,06/26/2020,19
Colorado,5694287,Positivity Data from Clinical Laboratories,03/24/2020,Count of people tested by non-CDPHE (commercial) lab,486,06/26/2020,20
Colorado,5694287,Positivity Data from Clinical Laboratories,03/24/2020,Percent Positivity,14.1,06/26/2020,21
Colorado,5694287,Positivity Data from Clinical Laboratories,03/24/2020,Three-day Moving Average of Percent Positivity,13.3,06/26/2020,22
Colorado,5694287,Positivity Data from Clinical Laboratories,03/24/2020,Total Tests per 100k People,19.9,06/26/2020,23
Colorado,5694287,Positivity Data from Clinical Laboratories,03/25/2020,Count of people tested by CDPHE lab,334,06/26/2020,24
Colorado,5694287,Positivity Data from Clinical Laboratories,03/25/2020,Count of people tested by non-CDPHE (commercial) lab,1499,06/26/2020,25
Colorado,5694287,Positivity Data from Clinical Laboratories,03/25/2020,Percent Positivity,15.7,06/26/2020,26
Colorado,5694287,Positivity Data from Clinical Laboratories,03/25/2020,Three-day Moving Average of Percent Positivity,14.5,06/26/2020,27
Colorado,5694287,Positivity Data from Clinical Laboratories,03/25/2020,Total Tests per 100k People,32.2,06/26/2020,28
Colorado,5694287,Positivity Data from Clinical Laboratories,03/26/2020,Count of people tested by CDPHE lab,436,06/26/2020,29
Colorado,5694287,Positivity Data from Clinical Laboratories,03/26/2020,Count of people tested by non-CDPHE (commercial) lab,1157,06/26/2020,30
Colorado,5694287,Positivity Data from Clinical Laboratories,03/26/2020,Percent Positivity,16.9,06/26/2020,31
Colorado,5694287,Positivity Data from Clinical Laboratories,03/26/2020,Three-day Moving Average of Percent Positivity,15.6,06/26/2020,32
Colorado,5694287,Positivity Data from Clinical Laboratories,03/26/2020,Total Tests per 100k People,28,06/26/2020,33
Colorado,5694287,Positivity Data from Clinical Laboratories,03/27/2020,Count of people tested by CDPHE lab,511,06/26/2020,34
Colorado,5694287,Positivity Data from Clinical Laboratories,03/27/2020,Count of people tested by non-CDPHE (commercial) lab,1176,06/26/2020,35
Colorado,5694287,Positivity Data from Clinical Laboratories,03/27/2020,Percent Positivity,17.1,06/26/2020,36
Colorado,5694287,Positivity Data from Clinical Laboratories,03/27/2020,Three-day Moving Average of Percent Positivity,16.6,06/26/2020,37
Colorado,5694287,Positivity Data from Clinical Laboratories,03/27/2020,Total Tests per 100k People,29.6,06/26/2020,38
