Name,Pop,Desc_,Attr_Date,Metric,Value,Rep_Date,ObjectId
Colorado,5763976,Weekly COVID-19 PCR Test Data From Clinical Laboratories,02/23/2020,People Tested at CDPHE State Lab,6,06/11/2021,1
Colorado,5763976,Weekly COVID-19 PCR Test Data From Clinical Laboratories,02/23/2020,People Tested at Non-CDPHE (Commerical) Labs,0,06/11/2021,2
Colorado,5763976,Weekly COVID-19 PCR Test Data From Clinical Laboratories,02/23/2020,Weekly Percent Positivity,0,06/11/2021,3
Colorado,5763976,Weekly COVID-19 PCR Test Data From Clinical Laboratories,02/23/2020,Cumulative People Tested at CDPHE State Lab,6,06/11/2021,4
Colorado,5763976,Weekly COVID-19 PCR Test Data From Clinical Laboratories,02/23/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,0,06/11/2021,5
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,02/29/2020,Percent Positivity,0,06/11/2021,6
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,02/29/2020,People Tested at CDPHE State Lab,6,06/11/2021,7
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,02/29/2020,People Tested at Non-CDPHE (Commerical) Labs,0,06/11/2021,8
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,02/29/2020,Cumulative People Tested at CDPHE State Lab,6,06/11/2021,9
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,02/29/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,0,06/11/2021,10
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/01/2020,Percent Positivity,0,06/11/2021,11
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/01/2020,People Tested at CDPHE State Lab,2,06/11/2021,12
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/01/2020,People Tested at Non-CDPHE (Commerical) Labs,0,06/11/2021,13
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/01/2020,Cumulative People Tested at CDPHE State Lab,8,06/11/2021,14
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/01/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,0,06/11/2021,15
Colorado,5763976,Weekly COVID-19 PCR Test Data From Clinical Laboratories,03/01/2020,People Tested at CDPHE State Lab,91,06/11/2021,16
Colorado,5763976,Weekly COVID-19 PCR Test Data From Clinical Laboratories,03/01/2020,People Tested at Non-CDPHE (Commerical) Labs,0,06/11/2021,17
Colorado,5763976,Weekly COVID-19 PCR Test Data From Clinical Laboratories,03/01/2020,Weekly Percent Positivity,0.077,06/11/2021,18
Colorado,5763976,Weekly COVID-19 PCR Test Data From Clinical Laboratories,03/01/2020,Cumulative People Tested at CDPHE State Lab,97,06/11/2021,19
Colorado,5763976,Weekly COVID-19 PCR Test Data From Clinical Laboratories,03/01/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,0,06/11/2021,20
Colorado,5763976,Weekly COVID-19 PCR Test Data From Clinical Laboratories,03/01/2020,Percent Change in Weekly Positivity,,06/11/2021,21
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/02/2020,People Tested at CDPHE State Lab,0,06/11/2021,22
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/02/2020,People Tested at Non-CDPHE (Commerical) Labs,0,06/11/2021,23
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/02/2020,Cumulative People Tested at CDPHE State Lab,8,06/11/2021,24
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/02/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,0,06/11/2021,25
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/02/2020,3-Day Average Percent Positivity,0,06/11/2021,26
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/03/2020,Percent Positivity,0,06/11/2021,27
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/03/2020,People Tested at CDPHE State Lab,5,06/11/2021,28
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/03/2020,People Tested at Non-CDPHE (Commerical) Labs,0,06/11/2021,29
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/03/2020,Cumulative People Tested at CDPHE State Lab,13,06/11/2021,30
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/03/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,0,06/11/2021,31
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/03/2020,3-Day Average Percent Positivity,0,06/11/2021,32
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/04/2020,Percent Positivity,0,06/11/2021,33
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/04/2020,People Tested at CDPHE State Lab,12,06/11/2021,34
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/04/2020,People Tested at Non-CDPHE (Commerical) Labs,0,06/11/2021,35
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/04/2020,Cumulative People Tested at CDPHE State Lab,25,06/11/2021,36
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/04/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,0,06/11/2021,37
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/04/2020,3-Day Average Percent Positivity,0,06/11/2021,38
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/05/2020,People Tested at CDPHE State Lab,0,06/11/2021,39
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/05/2020,People Tested at Non-CDPHE (Commerical) Labs,0,06/11/2021,40
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/05/2020,Cumulative People Tested at CDPHE State Lab,25,06/11/2021,41
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/05/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,0,06/11/2021,42
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/05/2020,3-Day Average Percent Positivity,0,06/11/2021,43
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/06/2020,Percent Positivity,0.088,06/11/2021,44
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/06/2020,People Tested at CDPHE State Lab,34,06/11/2021,45
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/06/2020,People Tested at Non-CDPHE (Commerical) Labs,0,06/11/2021,46
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/06/2020,Cumulative People Tested at CDPHE State Lab,59,06/11/2021,47
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/06/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,0,06/11/2021,48
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/06/2020,7-Day Average Percent Positivity,0.051,06/11/2021,49
Colorado,5763976,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/06/2020,3-Day Average Percent Positivity,0.065,06/11/2021,50
